position.x,position.ztimescore
0.4999996,-0.9999389,7.243432,0
0.4999997,-0.9999387,7.370349,0
0.4999996,-0.9999389,7.471779,0
0.4999997,-0.999939,7.573224,0
0.4999997,-0.999939,7.708488,0
0.4999996,-0.999939,7.819343,0
0.4999997,-0.9999388,7.930459,0
0.4999996,-0.9999387,8.050041,0
0.4999996,-0.999939,8.162191,0
0.4999996,-0.999939,8.280396,0
0.4999997,-0.9999387,8.41606,0
0.4999996,-0.999939,8.549268,0
0.4999997,-0.999939,8.684922,0
0.4999996,-0.9999387,8.791223,0
0.4999997,-0.9999389,8.900019,0
0.4999996,-0.9999391,9.028262,0
0.4999997,-0.9999389,9.150118,0
0.4999996,-0.9999389,9.277328,0
0.4999996,-0.9999388,9.405882,0
0.4999996,-0.999939,9.538772,0
0.4999996,-0.999939,9.660295,0
0.4999996,-0.999939,9.793403,0
0.4999996,-0.9999389,9.898176,0
0.4999996,-0.9999388,10.01092,0
0.4999997,-0.999939,10.13133,0
0.4999995,-0.9999389,10.259,0
0.4999997,-0.9999388,10.3903,0
0.4999996,-0.9999391,10.50317,0
0.4999996,-0.9999388,10.64807,0
0.4999996,-0.9999389,10.7794,0
0.4999996,-0.9999391,10.89371,0
0.4999997,-0.999939,11.00525,0
0.4999995,-0.999939,11.12561,0
0.4999996,-0.999939,11.23762,0
0.4999997,-0.9999388,11.36963,0
0.4999995,-0.999939,11.48106,0
0.4999996,-0.999939,11.58963,0
0.4999998,-0.9999389,11.70197,0
0.4999996,-0.9999391,11.81481,0
0.4999995,-0.999939,11.93325,0
0.4999998,-0.9999389,12.05201,0
0.4999994,-0.9999391,12.18736,0
0.4999997,-0.999939,12.30491,0
0.4999996,-0.999939,12.42737,0
0.4999996,-0.9999391,12.54322,0
0.4999997,-0.999939,12.65555,0
0.4999996,-0.999939,12.78617,0
0.4999996,-0.9999391,12.9078,0
0.4999996,-0.999939,13.01336,0
0.4999996,-0.999939,13.13176,0
0.4999996,-0.9999391,13.2393,0
0.4999997,-0.9999391,13.38105,0
0.4999995,-0.999939,13.51618,0
0.4999996,-0.9999391,13.63259,0
0.4999996,-0.9999391,13.74297,0
0.4999996,-0.9999391,13.85898,0
0.4999997,-0.9999391,13.9672,0
0.4999996,-0.9999391,14.0961,0
0.4999996,-0.9999391,14.2066,0
0.4999996,-0.999939,14.32176,0
0.4999996,-0.999939,14.44041,0
0.4999996,-0.9999392,14.56616,0
0.4999996,-0.9999391,14.69238,0
0.4999996,-0.9999391,14.80829,0
0.4999996,-0.999939,14.91466,0
0.4999996,-0.9999389,15.01714,0
0.4999995,-0.9999392,15.11752,0
0.4999997,-0.9999391,15.25012,0
0.4999996,-0.999939,15.36944,0
