position.x,position.z,time,score,trackingTimeP1,trackingTimeP2,distance,activeScreen,coin(user),coin(no-user),fever,jump
0.3995017,0.5537299,21.03161,12,9.377705,0,5.608984,1,47,50,0,0
0.4087065,0.5268456,21.16776,12,9.53497,0,5.6025,1,46,50,0,0
0.3950103,0.4875609,21.30369,12,9.655746,0,5.5906,1,47,50,0,0
0.4226396,0.4913633,21.53263,12,9.890699,0,5.584146,1,47,52,0,0
0.4321143,0.4847577,21.71874,13,10.06919,0,5.580183,1,46,52,0,0
0.4376082,0.488258,21.81935,13,10.17344,0,5.574429,1,46,54,0,0
0.4454192,0.4813108,22.01336,13,10.37101,0,5.550928,1,45,54,0,0
0.447212,0.4777573,22.11974,13,10.47189,0,5.54775,1,45,54,0,0
0.4497378,0.478818,22.27385,13,10.61926,0,5.54544,1,45,54,0,0
0.4471753,0.4753956,22.3792,13,10.73239,0,5.543219,1,45,54,0,0
0.4360367,0.4845203,22.49845,14,10.83792,0,5.540088,1,45,54,0,0
0.4195274,0.5262011,22.6458,14,10.99741,0,5.520683,1,48,54,0,0
0.4021795,0.5512832,22.75653,14,11.11325,0,5.511206,1,50,55,0,0
0.3460372,0.6054204,22.8997,14,11.24597,0,5.506932,1,51,55,0,0
0.2393309,0.6923119,23.12141,14,11.47419,0,5.504475,1,51,55,0,0
0.2111931,0.7127622,23.25129,14,11.62314,0,5.490938,1,50,56,0,0
0.1811916,0.7488895,23.37107,14,11.72372,0,5.489343,1,49,56,0,0
0.144156,0.8372357,23.53199,14,11.88354,0,5.481012,1,49,56,0,0
0.1357903,0.9451798,23.69972,15,12.053,0,5.460938,1,48,57,0,0
0.1332901,0.9849577,23.90774,15,12.27115,0,5.459482,1,48,57,0,0
0.1332217,1.040006,24.02542,15,12.37189,0,5.450522,1,51,57,0,0
0.1206122,1.093445,24.19169,15,12.54312,0,5.389829,1,50,56,0,0
0.101622,1.11718,24.34992,15,12.69496,0,5.382608,1,51,56,0,0
0.05027434,1.159455,24.49254,15,12.75525,0,5.381927,1,51,56,0,0
0.01580784,1.180176,24.62774,15,12.97492,0,5.366054,1,50,56,0,0
-0.005392563,1.185888,24.73094,15,13.08547,0,5.36393,1,48,56,0,0
-0.07290773,1.188934,24.88284,15,13.23443,0,5.358123,1,46,57,0,0
-0.09457226,1.191217,24.98649,15,13.34487,0,5.354595,1,46,57,0,0
-0.09650949,1.199155,25.0882,15,13.44613,0,5.351143,1,46,56,0,0
-0.08850886,1.206808,25.20517,15,13.55695,0,5.34769,1,45,56,0,0
-0.07524276,1.223372,25.31929,15,13.67097,0,5.342182,1,45,56,0,0
-0.05259947,1.231768,25.46392,15,13.82158,0,5.338252,1,44,56,0,0
-0.004420069,1.253324,25.5672,15,13.92461,0,5.334463,1,44,56,0,0
0.01120042,1.255087,25.67446,15,14.02919,0,5.331054,1,44,57,0,0
0.05634713,1.25272,25.77994,15,14.12862,0,5.328256,1,43,58,0,0
0.09103349,1.24971,25.88699,15,14.22939,0,5.324526,1,44,61,0,0
0.1596644,1.248486,26.04,15,14.392,0,5.32021,1,44,63,0,0
0.1926738,1.247475,26.14161,15,14.49905,0,5.317003,1,44,64,0,0
0.1990328,1.247509,26.248,15,14.60105,0,5.31403,1,45,65,0,0
0.266409,1.2571,26.35505,15,14.70549,0,5.311336,1,46,65,0,0
0.3202247,1.285433,26.51992,16,14.86866,0,5.304198,1,46,63,0,0
0.420293,1.337726,26.63215,16,14.97609,0,5.301024,1,46,62,0,0
0.4388885,1.344523,26.73707,17,15.08905,0,5.298114,1,47,61,0,0
0.4781442,1.35545,26.83795,17,15.19077,0,5.29565,1,47,59,0,0
0.5182289,1.351407,26.94271,17,15.29741,0,5.292971,1,48,59,0,0
0.5374396,1.353344,27.04494,17,15.40123,0,5.290764,1,50,59,0,0
0.5674028,1.345245,27.15703,17,15.50753,0,5.235335,1,48,64,0,0
0.6151341,1.320056,27.30485,17,15.66061,0,5.233445,1,49,63,0,0
0.6387832,1.311216,27.42589,18,15.76828,0,5.22889,1,49,60,0,0
0.6782368,1.288978,27.5355,18,15.8899,0,5.226505,1,48,60,0,0
0.7026423,1.230292,27.68485,18,16.03478,0,5.223393,1,49,61,0,0
0.7043651,1.218052,27.78801,19,16.14667,0,5.222268,1,50,61,0,0
0.7006966,1.214055,27.93289,19,16.28741,0,5.218189,1,52,62,0,0
0.6797342,1.219246,28.0833,19,16.40553,0,5.216947,1,53,62,0,0
0.6391581,1.217702,28.20856,19,16.56006,0,5.22155,1,53,62,0,0
0.5957388,1.205537,28.31775,19,16.67536,0,5.226977,1,53,62,0,0
0.570753,1.194642,28.47553,20,16.82571,0,5.230659,1,53,62,0,0
0.5814228,1.19902,28.62201,20,16.98029,0,5.234766,1,52,61,0,0
0.6039347,1.202006,28.77423,21,17.12684,0,5.233701,1,52,60,0,0
0.6340628,1.207258,28.87518,21,17.23203,0,5.232865,1,51,60,0,0
0.6565397,1.190736,29.02456,22,17.37937,0,5.256332,1,51,61,0,0
0.6564803,1.173543,29.128,22,17.4842,0,5.264334,1,50,61,0,0
0.6530172,1.168811,29.22831,22,17.58349,0,5.274655,1,50,61,0,0
0.659349,1.168501,29.33461,22,17.68716,0,5.28604,1,50,61,0,0
0.6629611,1.172844,29.45092,23,17.79002,0,5.298112,1,40,61,0,0
0.6617364,1.180171,29.55207,23,17.90886,0,5.309287,1,38,59,0,0
0.6727054,1.188744,29.65238,24,18.00066,0,5.322462,1,38,59,0,0
0.6770064,1.184613,29.75619,24,18.11127,0,5.329565,1,37,59,0,0
0.6744791,1.183627,29.85645,24,18.20938,0,5.345593,1,37,58,0,0
0.6782671,1.20539,29.95692,25,18.3132,0,5.350431,1,36,58,0,0
0.6749477,1.225751,30.11866,25,18.45878,0,5.371125,1,33,60,0,0
0.6815112,1.247823,30.26112,26,18.62366,0,5.381121,1,32,57,0,0
0.6888019,1.258399,30.45272,26,18.8082,0,5.403524,1,31,56,0,0
0.7195703,1.295196,30.56168,26,18.91004,0,5.411776,1,31,56,0,0
0.7353677,1.309622,30.66418,27,19.02206,0,5.372301,1,31,63,0,0
0.7487761,1.32313,30.77272,27,19.12612,0,5.382879,1,30,63,0,0
0.7551016,1.328006,30.91919,28,19.27595,0,5.394964,1,29,63,0,0
0.7599006,1.341749,31.06373,28,19.41871,0,5.406279,1,29,63,0,0
0.7638178,1.382017,31.25187,29,19.60571,0,5.422357,1,30,61,0,0
0.7729902,1.445994,31.41392,29,19.75595,0,5.427403,1,30,60,0,0
0.7756816,1.484042,31.56232,30,19.91754,0,5.443338,1,29,59,0,0
0.7764686,1.519791,31.71249,30,20.06565,0,5.448855,1,29,59,0,0
0.7818283,1.533601,31.81328,30,20.1711,0,5.454859,1,29,59,0,0
0.7833377,1.549921,31.95543,30,20.3117,0,5.457283,1,29,59,0,0
0.7841302,1.560988,32.07492,30,20.41011,0,5.46005,1,29,58,0,0
0.7812721,1.579304,32.18093,30,20.53081,0,5.462379,1,28,58,0,0
0.798567,1.602608,32.32693,30,20.68119,0,5.463444,1,29,58,0,0
0.8060104,1.6102,32.42794,30,20.78547,0,5.461596,1,29,58,0,0
0.8263459,1.650327,32.53034,30,20.88278,0,5.460928,1,29,58,0,0
0.8331588,1.67273,32.63406,30,20.98691,0,5.460343,1,30,58,0,0
0.8437721,1.715588,32.74407,30,21.09183,0,5.461439,1,29,58,0,0
0.8480657,1.717151,32.84797,30,21.2034,0,5.465318,1,29,59,0,0
0.8295775,1.720133,32.95851,30,21.31091,0,5.468133,1,28,59,0,0
0.7977847,1.721949,33.06381,30,21.41266,0,5.470597,1,29,58,0,0
0.7817309,1.721448,33.16421,30,21.5227,0,5.479674,1,28,58,0,0
0.7206997,1.724636,33.26929,30,21.62038,0,5.483648,1,29,58,0,0
0.650838,1.731667,33.42096,30,21.7722,0,5.489657,1,29,57,0,0
0.6357996,1.734834,33.5321,31,21.88675,0,5.49406,1,29,57,0,0
0.593022,1.740552,33.67695,31,22.03382,0,5.490319,1,30,57,0,0
0.5682209,1.741143,33.77825,31,22.13103,0,5.494092,1,30,57,0,0
0.5579559,1.746455,33.88002,31,22.23448,0,5.500398,1,30,57,0,0
0.5500427,1.749729,33.98199,31,22.33576,0,5.505452,1,30,57,0,0
0.5432106,1.758208,34.08221,31,22.43994,0,5.528985,1,29,56,0,0
0.5454842,1.775255,34.19611,31,22.54256,0,5.530571,1,29,56,0,0
0.5791899,1.820378,34.30328,31,22.65302,0,5.540177,1,27,55,0,0
0.6371053,1.870319,34.45946,31,22.80707,0,5.545981,1,27,54,0,0
0.6948939,1.918783,34.61659,31,22.96551,0,5.556647,1,28,55,0,0
0.7198265,1.93694,34.71934,31,23.06971,0,5.55982,1,29,55,0,0
0.7464061,1.954915,34.86757,31,23.21915,0,5.563564,1,29,55,0,0
0.7513608,1.953523,34.98148,31,23.33368,0,5.563507,1,29,54,0,0
0.7554186,1.952988,35.0923,31,23.44349,0,5.56577,1,30,55,0,0
0.7527543,1.947897,35.1979,31,23.54862,0,5.572675,1,31,55,0,0
0.7498403,1.939662,35.30135,31,23.65217,0,5.583411,1,31,55,0,0
0.7490249,1.936121,35.44411,31,23.79941,0,5.608888,1,30,55,0,0
0.7481384,1.930902,35.55042,31,23.90512,0,5.620929,1,31,54,0,0
0.74934,1.924246,35.66594,31,24.01118,0,5.631924,1,31,53,0,0
0.7444742,1.920757,35.77526,32,24.13217,0,5.642756,1,31,51,0,0
0.7436494,1.921125,35.91285,32,24.26711,0,5.653342,1,31,50,0,0
0.74001,1.92567,36.01687,32,24.37135,0,5.664319,1,32,50,0,0
0.7396086,1.927608,36.11852,33,24.47024,0,5.674096,1,31,50,0,0
0.7351477,1.923587,36.22261,33,24.57548,0,5.683793,1,31,51,0,0
0.7405098,1.924625,36.37302,33,24.72301,0,5.69637,1,32,51,0,0
0.7377194,1.92757,36.51342,34,24.86806,0,5.706021,1,32,51,0,0
0.7399147,1.91232,36.68552,34,25.05138,0,5.726315,1,32,49,0,0
0.7224647,1.854271,36.87828,34,25.22635,0,5.739694,1,32,49,0,0
0.7217916,1.835793,36.97879,35,25.33247,0,5.748766,1,33,48,0,0
0.7316883,1.762896,37.12244,35,25.48055,0,5.738688,1,33,46,0,0
0.7635795,1.700134,37.3007,35,25.65028,0,5.749517,1,33,45,0,0
0.7957687,1.675781,37.4416,35,25.79857,0,5.75442,1,33,44,0,0
0.8145419,1.652695,37.5896,35,25.94354,0,5.801308,1,34,47,0,0
0.8263547,1.645892,37.72732,35,26.08203,0,5.806786,1,35,46,0,0
0.824802,1.638181,37.84198,35,26.19351,0,5.809134,1,35,46,0,0
0.8129232,1.612241,37.97717,35,26.33625,0,5.811788,1,35,46,0,0
0.8130554,1.580037,38.11446,35,26.47636,0,5.816516,1,36,45,0,0
0.8181612,1.535901,38.24685,35,26.61172,0,5.821316,1,36,45,0,0
0.8279859,1.517909,38.37256,35,26.73862,0,5.817474,1,37,45,0,0
0.8308742,1.499223,38.51773,35,26.87706,0,5.815715,1,37,45,0,0
0.836434,1.510993,38.65587,35,27.01134,0,5.810421,1,37,45,0,0
0.8320439,1.526865,38.80188,35,27.15936,0,5.879431,1,38,42,0,0
0.8245451,1.543336,38.9359,35,27.28881,0,5.89456,1,38,42,0,0
0.8007433,1.565242,39.06676,35,27.42539,0,5.916377,1,40,43,0,0
0.7383108,1.584803,39.20209,35,27.56087,0,5.921333,1,41,44,0,0
0.6719122,1.606371,39.34134,35,27.70153,0,5.959296,1,40,42,0,0
0.5548835,1.63355,39.46607,35,27.83479,0,5.971457,1,40,40,0,0
0.4038087,1.662932,39.60316,35,27.96754,0,5.991546,1,41,39,0,0
0.3092268,1.67997,39.73562,35,28.09657,0,6.012994,1,41,36,0,0
0.2719156,1.715367,39.87331,35,28.23116,0,6.037312,1,41,33,0,0
0.2418122,1.745209,39.97386,35,28.32826,0,6.047884,1,42,34,0,0
0.2235876,1.777576,40.10808,35,28.46317,0,6.057501,1,42,34,0,0
0.2279672,1.801068,40.24326,35,28.61058,0,6.085815,1,43,33,0,0
0.2304928,1.820099,40.37299,35,28.73813,0,6.107533,1,44,32,0,0
0.2304526,1.875404,40.52383,35,28.87094,0,6.131012,1,44,30,0,0
0.2317389,1.945608,40.70267,35,29.06643,0,6.128435,1,45,29,0,0
0.2307699,2.037344,40.9231,35,29.28014,0,6.157578,1,45,27,0,0
0.2265402,2.043226,41.05001,35,29.40779,0,6.165188,1,45,27,0,0
0.2400183,2.091493,41.20126,35,29.5548,0,6.205288,1,45,25,0,0
0.2458926,2.098394,41.30288,35,29.66504,0,6.233762,1,46,25,0,0
0.2883427,2.13399,41.41099,35,29.768,0,6.269072,1,47,23,0,0
0.3453019,2.159776,41.53752,35,29.89367,0,6.287201,1,47,23,0,0
0.3727868,2.19207,41.67202,35,30.02703,0,6.317143,1,47,23,0,0
0.3929916,2.219255,41.80816,35,30.17234,0,6.342422,1,46,22,0,0
0.4114332,2.264846,41.93114,35,30.29614,0,6.364542,1,47,21,0,0
0.4325151,2.292517,42.03985,35,30.39853,0,6.379882,1,47,21,0,0
0.4461945,2.336041,42.17477,35,30.53106,0,6.399487,1,45,21,0,0
0.4566427,2.36549,42.31957,35,30.53106,0,6.446426,1,45,23,0,0
0.4572027,2.378986,42.45754,35,30.53106,0,6.473564,1,47,22,0,0
0.4623457,2.395974,42.60241,35,30.53106,0,6.498168,1,46,22,0,0
0.474789,2.398972,42.72824,35,30.53106,0,6.504687,1,46,22,0,0
0.4756971,2.402102,42.93488,35,30.53106,0,6.518896,1,46,20,0,0
0.4749449,2.38211,43.03909,35,30.53106,0,6.586928,1,45,19,0,0
0.4964072,2.368373,43.18886,35,30.53106,0,6.704084,1,45,13,0,0
0.5270706,2.377391,43.37867,35,30.53106,0,6.7285,1,45,14,0,0
0.5674814,2.406899,43.56122,35,30.53106,0,6.741973,1,47,15,0,0
0.6119814,2.425803,43.66253,35,30.53106,0,6.790707,1,49,15,0,0
0.6912174,2.452105,43.79186,35,30.53106,0,6.793407,1,49,14,0,0
0.7513476,2.478089,43.97731,35,30.53106,0,6.813011,1,49,15,0,0
0.8032815,2.495875,44.10822,35,30.53106,0,6.82996,1,50,15,0,0
0.8318725,2.513328,44.24578,35,30.53106,0,6.84373,1,49,16,0,0
0.8459542,2.524503,44.34751,35,30.53106,0,6.853959,1,50,16,0,0
0.8767291,2.564035,44.47503,35,30.53106,0,6.8672,1,50,16,0,0
0.8990087,2.587924,44.61398,35,30.53106,0,6.877923,1,50,16,0,0
0.9198361,2.598632,44.74994,35,30.53106,0,6.887872,1,51,17,0,0
0.9424654,2.600232,44.853,35,30.53106,0,6.890665,1,51,17,0,0
0.9771165,2.600781,44.98054,35,30.53106,0,6.896975,1,49,18,0,0
1.012297,2.610351,45.08541,35,30.53106,0,6.892409,1,49,22,0,0
1.054789,2.599122,45.22652,35,30.53106,0,6.901292,1,50,22,0,0
1.081119,2.605775,45.34618,35,30.53106,0,6.901292,1,50,22,0,0
1.106402,2.636321,45.48306,35,30.53106,0,6.917231,1,50,22,0,0
1.135,2.676563,45.61557,35,30.53106,0,6.930276,1,50,22,0,0
1.150515,2.700697,45.74995,35,30.58243,0,6.915102,1,50,27,0,0
1.192237,2.78465,45.8557,35,30.6798,0,6.917839,1,50,28,0,0
1.190481,2.814831,45.98292,35,30.80238,0,6.918096,1,51,28,0,0
1.181661,2.875749,46.13111,36,30.94991,0,6.919902,1,50,29,0,0
1.175974,2.93326,46.26538,36,31.0868,0,6.923759,1,52,29,0,0
1.176055,2.935366,46.39386,36,31.22498,0,6.925931,1,54,30,0,0
1.189273,3.016762,46.50233,37,31.32367,0,6.930214,1,55,36,0,0
1.213231,3.089997,46.63197,37,31.45971,0,6.931476,1,57,36,0,0
1.229599,3.149087,46.73732,38,31.55361,0,6.931925,1,58,36,0,0
1.245179,3.210026,46.86991,38,31.68995,0,6.932814,1,60,36,0,0
1.256135,3.241707,47.00905,39,31.83313,0,6.931853,1,58,36,0,0
1.269753,3.276447,47.1223,39,31.93146,0,6.933229,1,60,37,0,0
1.275774,3.328159,47.31269,40,32.12968,0,6.933227,1,62,38,0,0
1.263951,3.412711,47.48009,40,32.30237,0,6.930725,1,62,38,0,0
1.220635,3.492982,47.65826,41,32.47452,0,6.896854,1,61,39,0,0
1.203024,3.5063,47.76012,41,32.5769,0,6.890086,1,60,39,0,0
1.175811,3.5044,47.89687,42,32.7194,0,6.887718,1,68,40,0,0
1.161811,3.487257,48.00589,42,32.81968,0,6.886675,1,68,40,0,0
1.158721,3.49614,48.14807,43,32.96774,0,6.915541,1,65,40,0,0
1.153365,3.531536,48.28196,43,33.10547,0,6.892934,1,65,42,0,0
1.17163,3.605683,48.42566,43,33.2384,0,6.885263,1,67,42,0,0
1.164905,3.670546,48.56725,44,33.38429,0,6.869671,1,66,43,0,0
1.14992,3.730533,48.70567,45,33.52737,0,6.861374,1,66,44,0,0
1.127068,3.769227,48.88041,45,33.70168,0,6.847104,1,67,45,0,0
1.101099,3.789124,49.00213,45,33.83587,0,6.833063,1,66,47,0,0
1.08296,3.796531,49.11716,46,33.93367,0,6.81689,1,66,49,0,0
1.068044,3.803434,49.22028,46,34.03591,0,6.812734,1,67,50,0,0
1.030635,3.810382,49.35534,47,34.18174,0,6.797273,1,71,51,0,0
0.9994281,3.809993,49.49088,47,34.3105,0,6.785501,1,73,52,0,0
0.9763273,3.806475,49.63297,47,34.45545,0,6.685935,1,73,60,0,0
0.9688134,3.808674,49.73897,48,34.55119,0,6.684096,1,73,61,0,0
0.959664,3.824884,49.88326,48,34.70612,0,6.654575,1,73,62,0,0
0.9486682,3.854543,50.01963,49,34.84474,0,6.640536,1,72,64,0,0
0.9393217,3.885381,50.16397,49,34.98301,0,6.62652,1,69,64,0,0
0.9317601,3.941642,50.31025,50,35.13205,0,6.606706,1,69,64,0,0
0.9333416,3.968424,50.41333,50,35.22713,0,6.584421,1,67,64,0,0
0.9344441,3.99342,50.51451,50,35.33101,0,6.573037,1,68,64,0,0
0.9358892,3.999638,50.6176,51,35.43457,0,6.536266,1,67,66,0,0
0.9434017,4.002995,50.71769,51,35.53744,0,6.52847,1,66,67,0,0
0.9653771,4.024441,50.8634,51,35.68651,0,6.499757,1,71,66,0,0
0.9757128,4.031447,50.99779,52,35.82367,0,6.476264,1,72,67,0,0
0.9909191,4.043388,51.11121,52,35.91549,0,6.467376,1,71,67,0,0
0.9989677,4.067297,51.21672,53,36.03563,0,6.453016,1,71,67,0,0
1.006339,4.117519,51.31956,53,36.14811,0,6.445065,1,70,67,0,0
1.026139,4.211114,51.58739,53,36.41236,0,6.41132,1,74,68,0,0
1.010784,4.27073,51.72538,54,36.54374,0,6.390398,1,74,68,0,0
0.9996133,4.274326,51.85909,54,36.67902,0,6.382385,1,74,69,0,0
0.9659723,4.28178,51.99421,55,36.81379,0,6.362497,1,74,69,0,0
0.9291795,4.283019,52.11983,55,36.9413,0,6.299685,1,75,69,0,0
0.9157352,4.290973,52.25437,56,37.08841,0,6.274868,1,75,69,0,0
0.8639082,4.318016,52.39996,56,37.221,0,6.252089,1,74,69,0,0
0.8186052,4.348793,52.5511,56,37.36602,0,6.238829,1,75,70,0,0
0.7874463,4.391071,52.70655,57,37.54651,0,6.20697,1,75,72,0,0
0.7463465,4.471358,52.84161,57,37.66872,0,6.197024,1,75,72,0,0
0.7295024,4.505187,52.96651,58,37.78822,0,6.197024,1,74,72,0,0
0.7144097,4.510152,53.07725,58,37.89599,0,6.197024,1,74,72,0,0
0.7080686,4.513279,53.17919,58,38.00882,0,6.139862,1,77,72,0,0
0.6641027,4.508943,53.40501,59,38.23575,0,6.066422,1,77,76,0,0
0.6009608,4.485817,53.53671,60,38.36052,0,6.015578,1,77,76,0,0
0.5582391,4.462376,53.6919,60,38.50764,0,6.008178,1,79,76,0,0
0.5450599,4.458488,53.79413,61,38.61081,0,5.956888,1,78,76,0,0
0.5391049,4.455479,53.90768,61,38.74392,0,5.921521,1,77,76,0,0
0.5094107,4.45031,54.02403,62,38.84017,0,5.91141,1,76,75,0,0
0.4849808,4.464287,54.2098,62,39.04517,0,5.860844,1,75,75,0,0
0.4254325,4.527718,54.35435,62,39.16956,0,5.832101,1,75,75,0,0
0.4035555,4.561925,54.46757,63,39.29649,0,5.807614,1,75,77,0,0
0.3700146,4.6207,54.59041,63,39.42545,0,5.798555,1,74,78,0,0
0.3579391,4.637297,54.6939,63,39.51171,0,5.798555,1,74,78,0,0
0.3514205,4.635356,54.79696,63,39.6136,0,5.713381,1,71,78,0,0
0.3539204,4.630877,54.90026,64,39.71289,0,5.666152,1,70,78,0,0
