position.x,position.z,time,score,trackingTimeP1,trackingTimeP2,distance,activeScreen,coin(user),coin(no-user),fever,jump
-0.1261514,0.6999183,20.23685,0,18.40437,0,5.536926,1,62,65,0,0
-0.1258757,0.6981551,20.39493,0,18.55448,0,5.536978,1,62,65,0,0
-0.1257891,0.6979136,20.50325,1,18.67137,0,5.536931,1,62,65,0,0
-0.1254756,0.6985433,20.6371,1,18.81687,0,5.53696,1,61,65,0,0
-0.1251863,0.6985365,20.76704,1,18.94384,0,5.536906,1,61,65,0,0
-0.1213238,0.69606,20.89758,1,19.07582,0,5.536907,1,61,65,0,0
-0.1108969,0.6871795,21.0483,1,19.21777,0,5.536987,1,61,65,0,0
-0.09941074,0.68051,21.18715,1,19.36479,0,5.536943,1,61,65,0,0
-0.0905847,0.672782,21.30952,1,19.49297,0,5.536933,1,61,65,0,0
-0.07987655,0.6502631,21.45676,1,19.62708,0,5.536945,1,61,65,0,0
-0.07541954,0.6376764,21.59538,1,19.76838,0,5.536954,1,61,65,0,0
-0.08096521,0.6164109,21.78354,1,19.95503,0,5.536934,1,61,65,0,0
-0.1029342,0.5539458,21.91599,1,20.09796,0,5.536952,1,61,65,0,0
-0.1103929,0.5061011,22.04089,1,20.22241,0,5.537011,1,61,65,0,0
-0.1131173,0.4400224,22.17095,1,20.3506,0,5.536952,1,61,65,0,0
-0.1156835,0.3871612,22.30042,1,20.48091,0,5.537008,1,61,65,0,0
-0.1101711,0.3615346,22.43835,2,20.61219,0,5.536935,1,61,65,0,0
-0.0983127,0.3314815,22.56782,2,20.74435,0,5.536981,1,60,65,0,0
-0.06513056,0.3093206,22.70896,2,20.8864,0,5.536638,1,60,65,0,0
-0.04687028,0.2974719,22.83101,2,21.00727,0,5.535733,1,60,65,0,0
-0.01290205,0.2768593,22.96828,3,21.15273,0,5.533854,1,59,65,0,0
0.01421358,0.2612402,23.11539,3,21.2867,0,5.5328,1,59,65,0,0
0.0320146,0.2520442,23.21979,4,21.39345,0,5.52916,1,59,65,0,0
0.0414989,0.248246,23.35369,4,21.53056,0,5.526646,1,57,65,0,0
0.04822228,0.2442416,23.49459,4,21.67047,0,5.523645,1,56,65,0,0
0.05297598,0.2427801,23.62983,4,21.81067,0,5.520762,1,56,65,0,0
0.05681084,0.2428996,23.76086,4,21.93749,0,5.509452,1,56,65,0,0
0.05697671,0.2395928,23.90383,4,22.07108,0,5.498654,1,56,66,0,0
0.05879067,0.2377712,24.04154,5,22.21996,0,5.488574,1,55,66,0,0
0.06250557,0.2287903,24.17402,5,22.352,0,5.474309,1,55,66,0,0
0.05959237,0.222579,24.31236,5,22.48496,0,5.465863,1,55,66,0,0
0.0535074,0.2202066,24.44038,5,22.61613,0,5.449852,1,57,66,0,0
0.04127828,0.2178297,24.57238,5,22.74941,0,5.434023,1,57,66,0,0
0.03411661,0.2192073,24.67377,5,22.8385,0,5.419457,1,57,67,0,0
-0.01285294,0.2316072,24.81535,5,22.98919,0,5.395895,1,57,69,0,0
-0.06631432,0.2503745,24.94557,5,23.11996,0,5.386886,1,57,69,0,0
-0.1509504,0.2757759,25.07658,5,23.25551,0,5.380516,1,55,69,0,0
-0.2388898,0.2972283,25.21137,5,23.38809,0,5.369827,1,52,69,0,0
-0.353293,0.3044025,25.3497,5,23.52645,0,5.364751,1,51,69,0,0
-0.3990171,0.3105714,25.45707,5,23.63416,0,5.356261,1,51,69,0,0
-0.443703,0.3279001,25.59069,5,23.76875,0,5.346819,1,51,70,0,0
-0.4707291,0.3410823,25.72489,5,23.90294,0,5.341189,1,52,69,0,0
-0.5077573,0.3647869,25.86415,5,24.03865,0,5.337574,1,53,70,0,0
-0.5227034,0.3927833,26.0041,6,24.18167,0,5.335408,1,53,71,0,0
-0.5389413,0.4214545,26.13584,6,24.30931,0,5.337811,1,52,70,0,0
-0.5584206,0.4265964,26.23646,6,24.4152,0,5.338695,1,52,70,0,0
-0.5850014,0.4279128,26.33871,7,24.50912,0,5.339409,1,52,72,0,0
-0.6352559,0.4138791,26.483,7,24.65644,0,5.340543,1,50,72,0,0
-0.6675715,0.3932387,26.61779,7,24.79439,0,5.341931,1,49,73,0,0
-0.7034878,0.3693564,26.74791,7,24.92438,0,5.342744,1,49,73,0,0
-0.7164955,0.3484254,26.87891,7,25.05993,0,5.343926,1,53,72,0,0
-0.7170018,0.3418096,26.97893,7,25.14876,0,5.345517,1,54,70,0,0
-0.6916237,0.3166485,27.08309,7,25.255,0,5.346503,1,54,69,0,0
-0.6840215,0.3051115,27.18587,7,25.35614,0,5.347256,1,54,66,0,0
-0.661863,0.2750526,27.32882,7,25.50232,0,5.347661,1,55,63,0,0
-0.6380116,0.257095,27.46213,7,25.63867,0,5.342668,1,55,63,0,0
-0.6315035,0.2573496,27.5774,7,25.75647,0,5.344369,1,54,63,0,0
-0.6391804,0.2571395,27.69,7,25.84896,0,5.34544,1,55,63,0,0
-0.6447599,0.2594135,27.80601,7,25.9707,0,5.345875,1,55,63,0,0
-0.6449289,0.2659346,27.95339,8,26.12342,0,5.34541,1,55,62,0,0
-0.6517078,0.2674063,28.17079,8,26.22774,0,5.34725,1,55,62,0,0
-0.6492237,0.2672116,28.30704,9,26.46942,0,5.348483,1,54,62,0,0
-0.6483526,0.2668103,28.41396,9,26.58288,0,5.347961,1,53,62,0,0
-0.6435602,0.2643877,28.54769,10,26.72761,0,5.304391,1,52,61,0,0
-0.640273,0.2674352,28.69194,10,26.86156,0,5.297846,1,53,61,0,0
-0.6345133,0.2719932,28.8214,11,26.98191,0,5.292055,1,53,64,0,0
-0.623316,0.2891175,28.95592,11,27.13499,0,5.288957,1,52,64,0,0
-0.6086235,0.3241366,29.08644,11,27.26206,0,5.286761,1,52,64,0,0
-0.5851783,0.3728763,29.2143,11,27.39545,0,5.274299,1,51,64,0,0
-0.5306812,0.4553484,29.35342,11,27.53044,0,5.264895,1,51,64,0,0
-0.484071,0.5133789,29.47976,11,27.66035,0,5.26075,1,50,64,0,0
-0.4341864,0.5473808,29.59159,11,27.74896,0,5.256642,1,50,62,0,0
-0.3905075,0.5754771,29.73271,11,27.91188,0,5.251144,1,49,62,0,0
-0.3704185,0.6205424,29.86351,11,28.0433,0,5.243385,1,49,62,0,0
-0.3315056,0.7103252,29.99404,11,28.17168,0,5.239127,1,49,64,0,0
-0.3126803,0.7665516,30.13144,11,28.30616,0,5.232507,1,47,74,0,0
-0.3024678,0.828252,30.26066,11,28.44197,0,5.225947,1,47,74,0,0
-0.2902399,0.8860996,30.39994,11,28.57247,0,5.219584,1,47,74,0,0
-0.2823017,0.9224886,30.52602,11,28.70946,0,5.214137,1,49,74,0,0
-0.2598291,0.9794533,30.66278,11,28.84129,0,5.209353,1,50,74,0,0
-0.2345809,1.013576,30.80008,11,28.97066,0,5.202203,1,50,74,0,0
-0.1950599,1.062895,30.93277,12,29.10708,0,5.196981,1,50,68,0,0
-0.1455105,1.09845,31.05945,12,29.23711,0,5.175321,1,51,68,0,0
-0.1127895,1.124856,31.15989,13,29.32525,0,5.171907,1,51,68,0,0
-0.07131816,1.145659,31.29011,13,29.47052,0,5.167568,1,50,68,0,0
-0.0480352,1.161709,31.41739,14,29.59688,0,5.164914,1,52,69,0,0
-0.02424961,1.181774,31.54006,14,29.72016,0,5.159389,1,51,70,0,0
-0.01630166,1.199846,31.71388,14,29.89231,0,5.155468,1,52,70,0,0
-0.027334,1.213254,31.84672,15,30.02232,0,5.152887,1,53,70,0,0
-0.03970101,1.219302,31.98416,15,30.16549,0,5.148639,1,52,70,0,0
-0.07440118,1.228329,32.11969,15,30.29234,0,5.145484,1,53,70,0,0
-0.1175426,1.236248,32.25257,16,30.42378,0,5.141927,1,53,68,0,0
-0.2033665,1.251914,32.39167,17,30.56518,0,5.139703,1,54,68,0,0
-0.2927942,1.262361,32.52084,17,30.7007,0,5.113726,1,53,68,0,0
-0.3716248,1.265675,32.65582,18,30.83685,0,5.111691,1,54,73,0,0
-0.4280986,1.266271,32.79782,18,30.97306,0,5.108129,1,52,72,0,0
-0.455928,1.262716,32.91975,19,31.09716,0,5.106693,1,51,72,0,0
-0.4828253,1.261925,33.04867,19,31.23217,0,5.106149,1,49,73,0,0
-0.507475,1.270174,33.17593,19,31.35727,0,5.111737,1,47,73,0,0
-0.5366899,1.301112,33.3139,20,31.48997,0,5.117955,1,45,74,0,0
-0.5510935,1.345665,33.44955,20,31.6272,0,5.124516,1,45,72,0,0
-0.5578662,1.369084,33.59047,21,31.76246,0,5.129463,1,46,70,0,0
-0.5585446,1.385583,33.73391,21,31.91218,0,5.137683,1,45,69,0,0
-0.558769,1.402614,33.87108,22,32.05102,0,5.146415,1,44,68,0,0
-0.5665421,1.407602,34.00296,22,32.18356,0,5.160942,1,43,65,0,0
-0.5733026,1.408513,34.13704,23,32.31497,0,5.180259,1,42,62,0,0
-0.5821352,1.41512,34.26655,23,32.4461,0,5.204916,1,38,60,0,0
-0.5967828,1.424758,34.40253,23,32.57527,0,5.231126,1,37,63,0,0
-0.6165172,1.432433,34.53391,24,32.71798,0,5.215656,1,38,68,0,0
-0.6387502,1.438489,34.66762,24,32.84526,0,5.242029,1,36,70,0,0
-0.6566525,1.438543,34.7942,24,32.9747,0,5.266474,1,36,70,0,0
-0.6584606,1.433315,34.91854,25,33.09947,0,5.284848,1,35,70,0,0
-0.6479956,1.429094,35.04816,25,33.22599,0,5.310812,1,34,69,0,0
-0.6304308,1.430993,35.18848,25,33.36749,0,5.337987,1,34,67,0,0
-0.5828459,1.424499,35.3202,25,33.4105,0,5.358254,1,33,65,0,0
-0.5151106,1.412181,35.45747,25,33.4105,0,5.373575,1,33,64,0,0
-0.4471224,1.392984,35.58929,25,33.4105,0,5.412027,1,33,63,0,0
-0.3276887,1.359945,35.71857,25,33.4105,0,5.433579,1,34,62,0,0
-0.2634966,1.334631,35.85813,25,33.4105,0,5.46348,1,35,62,0,0
-0.1995912,1.326535,35.99464,25,33.4105,0,5.431569,1,35,61,0,0
-0.1547411,1.326859,36.13082,25,33.4105,0,5.45963,1,34,63,0,0
-0.09619146,1.350654,36.2552,25,33.4105,0,5.478399,1,34,62,0,0
-0.04967358,1.377047,36.38199,25,33.4105,0,5.50681,1,34,61,0,0
-0.008279904,1.397459,36.51707,25,33.4105,0,5.516335,1,34,61,0,0
0.05970514,1.459706,36.64738,25,33.4105,0,5.545214,1,34,60,0,0
0.08756448,1.502444,36.77842,25,33.4105,0,5.569482,1,34,59,0,0
0.1221444,1.545946,36.90897,25,33.4105,0,5.587319,1,34,58,0,0
0.1581091,1.583683,37.04083,25,33.4105,0,5.610737,1,34,57,0,0
0.1951389,1.615785,37.16967,25,33.4105,0,5.625687,1,34,56,0,0
0.2354283,1.62326,37.27017,25,33.4105,0,5.641145,1,34,56,0,0
0.2701986,1.616218,37.39163,25,33.53866,0,5.661524,1,33,56,0,0
0.2875087,1.599078,37.52002,26,33.66609,0,5.647333,1,34,57,0,0
0.3035338,1.572664,37.64558,26,33.7945,0,5.658699,1,33,56,0,0
0.3050623,1.552507,37.77028,26,33.91888,0,5.667542,1,33,56,0,0
0.2993661,1.53653,37.89476,27,34.03943,0,5.678868,1,33,56,0,0
