position.x,position.z,time,score,phase
0.4999928,-0.9999886,102.4766,4,1
0.4999929,-0.9999884,102.6064,4,1
0.4999929,-0.9999884,102.7193,4,1
0.4999928,-0.9999886,102.8571,4,1
0.499993,-0.9999885,102.9612,4,1
0.4999928,-0.9999886,103.109,4,1
0.4999929,-0.9999885,103.2405,4,1
0.4999929,-0.9999884,103.3499,4,1
0.4999929,-0.9999886,103.4726,4,1
0.4999929,-0.9999885,103.5825,4,1
0.4999929,-0.9999883,103.7126,4,1
0.4999927,-0.9999886,103.8239,4,1
0.4999931,-0.9999886,103.9353,4,1
0.4999927,-0.9999885,104.0505,4,1
0.4999929,-0.9999886,104.2045,4,1
0.4999928,-0.9999886,104.3178,4,1
0.4999928,-0.9999885,104.4203,4,1
0.499993,-0.9999886,104.5764,4,1
0.4999928,-0.9999887,104.6783,4,1
0.4999929,-0.9999886,104.814,4,1
0.4999929,-0.9999885,104.9146,4,1
0.4999929,-0.9999884,105.0207,4,1
0.4999928,-0.9999886,105.1217,4,1
0.4999929,-0.9999886,105.2312,4,1
0.4999928,-0.9999886,105.3648,4,1
0.4999928,-0.9999884,105.4709,4,1
0.499993,-0.9999886,105.5732,4,1
0.4999929,-0.9999886,105.6777,4,1
0.4999928,-0.9999886,105.7915,4,1
0.499993,-0.9999884,105.8953,4,1
0.499993,-0.9999886,106.0345,4,1
0.4999928,-0.9999887,106.1415,4,1
0.4999929,-0.9999886,106.2771,4,1
0.4999929,-0.9999885,106.415,4,1
0.4999929,-0.9999887,106.5541,4,1
0.4999929,-0.9999886,106.6602,4,1
0.4999928,-0.9999887,106.7741,4,1
0.4999929,-0.9999887,106.927,4,1
0.4999928,-0.9999886,107.0548,5,1
0.4999929,-0.9999886,107.1634,5,1
0.4999928,-0.9999887,107.2829,5,1
0.4999928,-0.9999887,107.3973,5,1
0.4999929,-0.9999886,107.5278,5,1
0.4999928,-0.9999885,107.6654,5,1
0.4999928,-0.9999886,107.7686,5,1
0.499993,-0.9999888,107.9188,5,1
0.4999928,-0.9999886,108.0445,5,1
0.499993,-0.9999887,108.1662,5,1
0.4999928,-0.9999887,108.2816,5,1
0.4999928,-0.9999887,108.4,5,1
0.499993,-0.9999886,108.5376,5,1
0.4999928,-0.9999887,108.6427,5,1
0.4999928,-0.9999888,108.7466,5,1
0.499993,-0.9999887,108.8541,5,1
0.4999928,-0.9999886,108.9654,5,1
0.4999928,-0.9999887,109.0704,5,1
0.4999929,-0.9999888,109.2132,5,1
0.4999928,-0.9999886,109.3499,5,1
0.499993,-0.9999887,109.4636,5,1
0.4999928,-0.9999888,109.565,5,1
0.4999927,-0.9999887,109.6764,5,1
0.4999931,-0.9999887,109.7848,5,1
0.4999928,-0.9999888,109.903,5,1
0.4999929,-0.9999887,110.0127,5,1
