position.x,position.ztimescore
-0.6038663,0.2549354,149.0016,4
-0.6397331,0.2718187,149.1432,4
-0.6408555,0.271535,149.2717,5
-0.6367046,0.2863307,149.4275,5
-0.6320378,0.2911829,149.5595,5
-0.6260538,0.2903381,149.6744,6
-0.6190268,0.2906741,149.7884,6
-0.590553,0.2899175,149.9084,7
-0.5584996,0.2962521,150.0275,7
-0.5383683,0.3162589,150.1529,7
-0.5026725,0.3734301,150.2895,7
-0.4887276,0.4208794,150.4074,7
-0.4598135,0.4582441,150.5381,7
-0.4367537,0.4884107,150.6581,7
-0.4267618,0.5060152,150.779,7
-0.4421043,0.5053859,150.8947,7
-0.4726676,0.5057603,151.0273,7
-0.4854342,0.5122613,151.1431,7
-0.516277,0.5407665,151.2642,7
-0.5269865,0.5672439,151.3741,7
-0.5594135,0.6221874,151.4945,7
-0.5716361,0.6551917,151.6164,7
-0.5861754,0.7002918,151.7732,7
-0.591662,0.7701776,151.9267,7
-0.581643,0.8111502,152.044,7
-0.5702198,0.8349439,152.1578,7
-0.5492669,0.8503187,152.2807,7
-0.5356604,0.8704527,152.4122,7
-0.5307187,0.8917431,152.575,7
-0.5504713,0.8840242,152.6994,7
-0.5704552,0.8828254,152.8279,7
-0.5809463,0.876455,152.9568,7
-0.5659669,0.8782218,153.0737,7
-0.5313084,0.8860825,153.1948,7
-0.4870849,0.8975859,153.3305,7
-0.4460224,0.9009678,153.4579,7
-0.4247319,0.8995081,153.5901,7
-0.4045641,0.8890712,153.7096,7
-0.3949902,0.8873725,153.8251,7
-0.3848585,0.9045761,153.9641,7
-0.3811766,0.9202385,154.0992,7
-0.3780798,0.9311638,154.2322,7
-0.370117,0.9422628,154.3579,7
-0.353058,0.9529173,154.4618,7
-0.3077727,0.9727625,154.603,8
-0.2520379,0.9991883,154.7372,8
-0.1707895,1.018662,154.8627,9
-0.09637451,1.022472,154.9982,9
-0.02953025,1.006189,155.136,10
-0.01610308,0.9997084,155.2382,10
0.01761538,0.9829426,155.3671,10
0.02671062,0.9733163,155.4742,10
0.04311829,0.9673167,155.6354,10
0.05125755,0.9711636,155.7505,10
0.03850717,0.9725853,155.9005,10
0.05671069,0.9845427,156.0419,10
0.0481676,0.9785331,156.1838,10
0.03594841,0.9690939,156.3147,10
0.005140309,0.9493173,156.436,10
-0.0272982,0.9162709,156.5753,10
-0.03770017,0.8944337,156.72,10
-0.04062526,0.8824137,156.8484,10
-0.06247281,0.8699509,156.9737,10
