position.x,position.ztime
0.1961444,-1.679821,19.08708
0.1780197,-1.689733,19.20577
0.1584172,-1.702297,19.35494
0.151699,-1.715592,19.46906
0.1492744,-1.728208,19.59342
0.1527831,-1.740999,19.72106
0.1581992,-1.770747,19.8517
0.1737319,-1.807566,20.01437
0.1870499,-1.829942,20.1389
0.1982964,-1.849172,20.26335
0.2132415,-1.881007,20.41841
0.2248777,-1.896978,20.54757
0.2372728,-1.908742,20.68108
0.2376708,-1.927517,20.8456
0.2331689,-1.934671,20.97148
0.2346088,-1.939979,21.09446
0.2334975,-1.942912,21.19499
0.2265107,-1.948807,21.35143
0.2119214,-1.956734,21.49991
0.1898756,-1.96433,21.62391
0.162868,-1.972988,21.74029
0.133637,-1.982531,21.85943
0.1146655,-1.987134,21.97776
0.09527421,-1.991217,22.09649
0.07159667,-1.998713,22.25806
0.0568941,-2.001923,22.41065
0.04720752,-2.007735,22.53146
0.04700545,-2.024818,22.66091
0.04724085,-2.044948,22.78503
0.04968254,-2.084804,22.94283
0.05980399,-2.119794,23.06523
0.07537547,-2.156648,23.22238
0.08984504,-2.185086,23.38923
0.1041235,-2.204061,23.51379
0.1150285,-2.221953,23.66245
0.1182617,-2.230773,23.79172
0.1199674,-2.234513,23.91234
0.118677,-2.238805,24.04234
0.1183036,-2.241197,24.16567
0.1185292,-2.243652,24.2658
0.1146871,-2.244056,24.37343
0.1111163,-2.246203,24.4981
0.1055883,-2.248648,24.60047
0.09551969,-2.251838,24.72102
0.08760544,-2.253906,24.83848
0.07395343,-2.257559,24.96461
0.04745377,-2.26349,25.09027
0.02759706,-2.265159,25.21879
0.004616043,-2.26414,25.33543
-0.01696482,-2.260189,25.49588
-0.02531294,-2.257133,25.61411
-0.03478999,-2.262687,25.74387
-0.03074107,-2.279338,25.86412
-0.02434035,-2.296642,25.98698
-0.002098879,-2.334488,26.14118
0.02569573,-2.36714,26.26013
0.05576041,-2.393731,26.36189
0.08749073,-2.416643,26.48123
0.1119991,-2.439139,26.63764
0.1199807,-2.448423,26.75523
0.128535,-2.455203,26.88307
0.1291162,-2.464535,27.00546
0.1213792,-2.475058,27.16178
0.1129791,-2.490317,27.28496
0.08741181,-2.521357,27.43209
0.07228092,-2.536911,27.56069
0.06232292,-2.545413,27.67636
0.04475603,-2.559387,27.79427
0.02307845,-2.57919,27.93937
0.007915793,-2.590689,28.09681
0.004724917,-2.597709,28.21152
0.01675802,-2.612506,28.32286
0.02325439,-2.620877,28.43437
0.04123562,-2.650357,28.55724
0.07798976,-2.68854,28.71603
0.1010186,-2.707899,28.83332
0.1503842,-2.741411,28.9503
0.1883974,-2.762928,29.12947
0.2166813,-2.777761,29.33714
0.2276063,-2.786418,29.51992
0.2350869,-2.787961,29.6384
0.2378667,-2.791443,29.7532
0.2240801,-2.808845,29.98629
0.21179,-2.816777,30.13134
0.1918432,-2.828399,30.27865
0.1582188,-2.845323,30.40704
0.1422814,-2.85894,30.54531
0.1046751,-2.872051,30.75197
0.08898647,-2.877633,30.87773
0.07297806,-2.885667,31.027
0.06288756,-2.889265,31.17007
0.0656516,-2.897083,31.38192
0.07390409,-2.899505,31.51028
0.08684049,-2.908189,31.63285
0.1110002,-2.924699,31.76035
0.1438699,-2.948316,31.8951
0.20176,-2.98166,32.02131
0.238213,-3.001791,32.13957
0.2628094,-3.013843,32.24041
0.2839253,-3.026332,32.36911
0.3040865,-3.037086,32.47197
0.3152631,-3.043869,32.59711
0.3251438,-3.054536,32.7607
0.3281159,-3.060558,32.88439
0.328676,-3.073696,32.99044
0.3264162,-3.087554,33.10595
0.3120855,-3.107828,33.23545
0.2948386,-3.124204,33.35916
0.2767076,-3.141454,33.48045
0.2570021,-3.151696,33.58294
0.2341205,-3.164798,33.70155
0.2085369,-3.175823,33.82266
0.1869569,-3.18432,33.94624
0.1702607,-3.191515,34.04955
0.1495603,-3.197091,34.17464
0.1445309,-3.205447,34.29795
0.1394337,-3.209231,34.45632
0.1418122,-3.213278,34.58796
0.1537656,-3.217944,34.74123
0.1729331,-3.226963,34.86205
0.1991113,-3.237748,34.98071
0.2350625,-3.251551,35.11097
0.2654668,-3.266172,35.24081
0.3013135,-3.282231,35.37069
0.322959,-3.291982,35.49166
0.3405152,-3.301168,35.60603
0.3562376,-3.306442,35.71826
0.3642981,-3.310593,35.84147
0.3676295,-3.309786,35.96281
0.364562,-3.311385,36.08426
0.3642988,-3.317153,36.20323
0.3603048,-3.326514,36.3368
0.3436745,-3.342517,36.45948
0.3254359,-3.355991,36.57992
0.2967113,-3.382362,36.70702
0.2675787,-3.401917,36.83398
0.2450615,-3.41579,36.95588
0.2283638,-3.428773,37.07461
0.214927,-3.437182,37.19685
0.201965,-3.446378,37.31749
0.1942693,-3.455929,37.47697
0.1972149,-3.462888,37.59518
0.208296,-3.473334,37.71923
0.2277752,-3.491606,37.84488
0.2530536,-3.510448,37.94937
0.281708,-3.528011,38.06676
0.3097703,-3.543114,38.18547
0.3398447,-3.557458,38.34164
0.3606582,-3.566198,38.46321
0.3769902,-3.573139,38.58715
0.3874522,-3.576324,38.70998
0.388198,-3.577404,38.83039
0.3836228,-3.57631,38.95542
0.3775339,-3.574128,39.06256
0.3637708,-3.574152,39.20554
0.3457906,-3.576998,39.32328
0.319535,-3.583609,39.44629
0.2726091,-3.591082,39.57646
0.237376,-3.593096,39.70328
0.1949,-3.5946,39.83493
0.1678536,-3.603618,39.95716
0.1385189,-3.619441,40.08184
0.1214847,-3.628875,40.20267
0.1217553,-3.630804,40.31878
0.1177966,-3.633636,40.44434
0.1157359,-3.64022,40.56827
0.1257763,-3.649602,40.68747
0.1394371,-3.670532,40.81565
0.16205,-3.692672,40.93879
0.1786295,-3.710441,41.05986
0.2001965,-3.732437,41.18277
0.2246725,-3.757495,41.31651
0.2424735,-3.777693,41.44167
0.261426,-3.791506,41.54243
0.2687559,-3.802064,41.67094
0.2778242,-3.811061,41.81245
0.2885448,-3.815495,41.91387
0.2915957,-3.819757,42.02798
0.2902855,-3.823644,42.14429
0.2894524,-3.82777,42.2635
0.285941,-3.832495,42.39173
0.2721218,-3.844995,42.54097
0.2498836,-3.855892,42.67039
0.2418088,-3.858807,42.81959
0.2077484,-3.871422,42.95364
0.1912598,-3.877623,43.06591
0.1254987,-3.903251,43.30371
0.1060552,-3.910309,43.45549
0.09331828,-3.914557,43.5751
0.07817274,-3.915138,43.72774
0.07532044,-3.9188,43.9274
0.07833206,-3.920939,44.08633
0.1047998,-3.943418,44.29084
0.129777,-3.957346,44.39232
0.1601385,-3.974842,44.52309
0.1818436,-3.989765,44.64369
0.204905,-3.999742,44.76929
0.2169415,-4.005689,44.89217
0.2261878,-4.008869,45.01208
0.2364578,-4.010623,45.13326
0.2462149,-4.01571,45.28003
0.2541075,-4.017559,45.3951
0.2668531,-4.017365,45.51943
0.2744491,-4.019838,45.67383
0.2756642,-4.02147,45.79593
0.2738181,-4.022711,45.91528
0.2652639,-4.027964,46.06059
0.2545061,-4.030347,46.18149
0.2342197,-4.031007,46.33012
0.2217361,-4.032074,46.44529
0.2047107,-4.034929,46.56514
0.1954478,-4.035976,46.6675
0.1827025,-4.035218,46.79258
0.1727217,-4.036121,46.8936
0.158039,-4.039495,47.0467
0.1527994,-4.040611,47.1473
0.1421098,-4.042053,47.25555
0.1351142,-4.043508,47.37629
0.1277375,-4.043738,47.47892
0.1206924,-4.042271,47.58296
0.1136862,-4.044159,47.69902
0.1069548,-4.043737,47.82178
0.09709248,-4.042428,47.94877
0.0920447,-4.041974,48.05633
0.09097045,-4.039674,48.16015
0.08774385,-4.042101,48.28531
0.09137485,-4.045759,48.40643
0.09750246,-4.047155,48.50794
0.1138727,-4.056431,48.62976
0.1335642,-4.068551,48.75386
0.1648786,-4.081719,48.88072
0.1969693,-4.09478,49.00799
0.2385104,-4.108715,49.14026
0.2691269,-4.116467,49.26821
0.2950196,-4.121738,49.38641
0.3103393,-4.122562,49.50244
0.3314759,-4.126153,49.63268
0.3449328,-4.125784,49.76516
0.3519309,-4.127549,49.89114
0.3580294,-4.129699,50.04122
0.3627006,-4.131548,50.16689
0.3634717,-4.133715,50.26871
0.3644269,-4.139645,50.39162
0.3601711,-4.151186,50.5104
0.3525735,-4.169041,50.63142
0.3398794,-4.202804,50.78798
0.3296741,-4.224661,50.89569
0.3106796,-4.26086,51.04584
0.298157,-4.286056,51.17019
0.2896101,-4.303399,51.29568
0.2854137,-4.318116,51.42902
0.2866201,-4.332448,51.53915
0.3007493,-4.349927,51.67139
0.3134217,-4.360534,51.79852
0.3402666,-4.384947,51.92669
0.3715671,-4.401581,52.03516
0.3929438,-4.41188,52.15782
0.423201,-4.423332,52.27989
0.4515781,-4.433008,52.40561
0.4782466,-4.44362,52.57056
0.5027858,-4.45228,52.69413
0.5222886,-4.454533,52.81618
0.5397498,-4.457397,52.93621
0.5475627,-4.456774,53.09857
0.5504379,-4.454885,53.22105
0.5482853,-4.45505,53.34151
0.5409604,-4.455677,53.46906
0.5321959,-4.463398,53.59501
0.5224815,-4.469575,53.72382
0.5131901,-4.475517,53.84981
0.4944765,-4.48678,53.97385
0.4771818,-4.49644,54.09249
0.4597059,-4.503352,54.22355
0.4436157,-4.510732,54.3519
0.423695,-4.513816,54.50161
0.4096316,-4.512589,54.62485
0.3982273,-4.511164,54.73527
0.3958873,-4.508992,54.88636
0.397277,-4.506636,55.01245
0.4038467,-4.506766,55.16682
0.4137271,-4.513291,55.27804
0.4326091,-4.524676,55.39785
0.4671996,-4.548104,55.55241
0.4938482,-4.564766,55.66764
0.5228552,-4.579349,55.79834
0.5437303,-4.586764,55.92332
0.5626586,-4.592601,56.04965
0.5870939,-4.598236,56.17477
