position.x,position.z,time,score
-0.004443542,-0.2999953,30.15764,5
-0.002653589,-0.3066632,30.31804,5
-0.004447607,-0.3095783,30.42071,5
-0.004513781,-0.3113242,30.54188,5
-0.003987364,-0.312026,30.6733,5
-0.003994744,-0.3115403,30.836,5
-0.006743275,-0.3105205,30.96646,5
-0.006034674,-0.3121569,31.09625,5
-0.004258678,-0.3154079,31.22512,5
-0.003116948,-0.3138196,31.32899,5
-0.002164789,-0.3129244,31.45677,5
-0.00247833,-0.3139963,31.58348,5
-0.002813342,-0.3140081,31.70601,5
-0.002461373,-0.3165253,31.80911,5
-0.001723195,-0.317456,31.93582,5
-0.001602728,-0.3185213,32.06135,5
-0.0008243671,-0.3196533,32.18274,5
-0.0007774916,-0.3200427,32.28914,5
0.00333323,-0.3126172,32.44406,5
0.006822533,-0.2950392,32.5734,5
0.01052144,-0.2805531,32.67557,5
0.01005489,-0.2741348,32.78397,5
0.008298672,-0.2772355,32.91798,5
0.006780572,-0.2805821,33.07401,5
0.005120932,-0.2809162,33.1974,5
0.002642845,-0.2810689,33.29911,5
0.001024772,-0.2818454,33.42585,5
0.0003262823,-0.2820531,33.55418,5
-0.0009242046,-0.2819157,33.68521,5
-0.0005862202,-0.2810948,33.79626,5
-0.001409088,-0.2824108,33.92564,5
-0.0005666019,-0.2835715,34.02628,5
0.001869269,-0.283814,34.1582,5
0.001755585,-0.2829135,34.26642,5
0.002074115,-0.2838013,34.36752,5
0.002328782,-0.285866,34.52526,5
0.004075279,-0.2882966,34.64875,5
0.00571952,-0.2909849,34.7808,5
0.007231281,-0.2931629,34.90621,5
0.008297071,-0.2946679,35.02869,5
0.00979039,-0.2951823,35.15284,5
0.009821452,-0.2949483,35.25725,5
0.01105019,-0.2953055,35.38203,5
0.01239552,-0.2946781,35.54208,5
0.01169826,-0.2956231,35.67785,5
0.01126545,-0.2935054,35.80703,5
0.01193235,-0.2928809,35.942,5
0.01224864,-0.2904964,36.07437,5
0.01165008,-0.2888643,36.19078,5
0.009756988,-0.2876166,36.2979,5
0.007549746,-0.2869704,36.42726,5
0.007232405,-0.2856132,36.54959,5
0.007275034,-0.2869964,36.66839,5
0.006937708,-0.2869743,36.78174,5
0.006862498,-0.2872515,36.90823,5
0.00468561,-0.287641,37.04377,5
0.004186463,-0.2872343,37.14861,5
0.004306411,-0.2872669,37.28931,5
0.004139524,-0.2865666,37.40265,5
0.00426083,-0.2885364,37.51234,5
0.003530524,-0.2877195,37.62219,5
0.002526819,-0.2856658,37.72474,5
0.00280388,-0.2857028,37.82924,5
0.004013342,-0.2852544,37.94519,5
0.002698243,-0.2818025,38.07351,5
0.001341964,-0.2807817,38.17704,5
0.0007506314,-0.2815804,38.2814,5
0.001253899,-0.2824481,38.3895,5
0.0001889649,-0.2828466,38.54309,5
-0.001270268,-0.2832446,38.64457,5
-0.001354413,-0.2821392,38.74868,5
-0.0005924768,-0.2830592,38.88477,5
-0.001166438,-0.2837498,39.01787,5
-0.001533693,-0.2841337,39.12086,5
-0.001110048,-0.285621,39.22972,5
-0.0002237423,-0.2869542,39.34703,5
-0.0003569314,-0.2872775,39.45095,5
0.00039237,-0.2883228,39.55387,5
0.0002507856,-0.2895004,39.68228,5
0.0006644155,-0.2908117,39.80457,5
0.001218923,-0.2902192,39.91438,5
-0.001147581,-0.2902144,40.02435,5
-0.001444168,-0.2905383,40.1344,5
0.000481728,-0.2894919,40.26625,5
-0.0003825026,-0.2886748,40.37111,5
0.0001007111,-0.2888247,40.48374,5
0.001960865,-0.2864168,40.60043,5
0.0008055832,-0.2852738,40.71132,5
0.0008241206,-0.2837055,40.81683,5
0.0008380689,-0.2810172,40.91697,5
-0.000755595,-0.2811326,41.03342,5
-0.0003240344,-0.2804764,41.16852,5
-0.0008419786,-0.2797014,41.30964,5
-0.000262024,-0.2811353,41.41115,5
-0.002158629,-0.2822199,41.5328,5
-0.002299026,-0.2822927,41.64045,5
-0.003580918,-0.2803859,41.74669,5
-0.006343348,-0.2812055,41.88836,5
-0.01415539,-0.2786985,42.05908,5
-0.02038985,-0.2752807,42.16713,5
-0.03703915,-0.269463,42.30201,10
-0.03993158,-0.2690764,42.40951,10
-0.03955283,-0.2649823,42.51982,10
-0.04769469,-0.2459513,42.62286,10
-0.04099577,-0.2152009,42.76872,15
-0.0257389,-0.176558,42.87628,15
-0.005834331,-0.1344275,42.99003,15
0.03435145,-0.07289859,43.13068,15
0.06406743,-0.03160661,43.2346,15
0.08385989,-0.003915017,43.34213,15
0.09126635,0.02441814,43.48718,15
0.09156031,0.05181203,43.59192,15
0.08767807,0.08567489,43.69506,20
0.08722957,0.106748,43.79575,20
0.08287783,0.1482916,43.89634,20
0.06840929,0.2131087,44.00964,25
0.06550401,0.2394428,44.11111,25
0.03706795,0.3165776,44.21729,25
0.02722005,0.3516342,44.3578,25
0.01773875,0.3690214,44.45872,30
0.02378659,0.3989322,44.57244,30
0.02589837,0.4226124,44.68082,30
0.0317306,0.4554637,44.78559,30
0.03869424,0.4875124,44.88646,35
0.04673578,0.5305204,44.98819,35
0.06942121,0.5916412,45.10127,35
0.08816763,0.6344314,45.2108,40
0.1057118,0.6547269,45.31725,40
0.1125981,0.6730418,45.42068,40
0.1152686,0.6846126,45.5237,45
0.1216979,0.6945192,45.64013,45
0.1114495,0.7040588,45.74485,45
0.09379905,0.720717,45.84715,45
0.08689345,0.7298353,45.95444,45
0.06916326,0.7463055,46.06185,50
0.05649119,0.7558994,46.17799,50
0.04807213,0.7626722,46.28362,50
0.03651973,0.7735285,46.38645,50
0.03064849,0.7871129,46.49733,50
0.0331503,0.8045639,46.60236,50
0.03578282,0.8244272,46.71099,50
0.04026767,0.8592712,46.81617,50
0.04733745,0.9023476,46.91749,50
0.05699827,0.9433006,47.01974,50
0.06116852,0.9637373,47.12664,55
0.06844859,0.9839073,47.24504,55
0.06634482,1.003941,47.35041,55
0.05566815,1.017439,47.45573,60
0.03392908,1.026596,47.55803,60
0.01628159,1.034263,47.66014,65
-0.0130359,1.045414,47.77052,70
-0.02899084,1.049924,47.87111,70
-0.04210804,1.05473,47.97932,75
-0.05410723,1.056732,48.08585,80
-0.07473019,1.064464,48.19083,80
-0.08389172,1.076938,48.30687,80
-0.09056061,1.095338,48.44487,80
-0.08861616,1.123076,48.57652,80
-0.08617599,1.154904,48.71676,80
-0.07442437,1.189006,48.82262,80
-0.06659717,1.210679,48.92263,80
-0.06197792,1.224701,49.02497,80
-0.05580983,1.230643,49.1293,80
-0.05249538,1.24477,49.23763,80
-0.06163579,1.255057,49.38729,81
-0.06674332,1.260565,49.48898,81
-0.07578171,1.272498,49.62308,81
-0.08468992,1.279796,49.7276,81
-0.09660401,1.28426,49.84015,82
-0.1108818,1.287805,49.94223,82
-0.1266834,1.287626,50.07513,82
-0.1442334,1.284483,50.17908,82
-0.1534959,1.277173,50.29198,82
-0.160004,1.274549,50.39977,82
-0.1773615,1.271475,50.50135,82
-0.1791049,1.271173,50.60294,82
-0.1788853,1.276452,50.7419,82
-0.1775682,1.276978,50.84557,82
-0.1739566,1.279863,50.94804,82
-0.1731828,1.285277,51.08594,82
-0.1711697,1.295651,51.1911,82
-0.1671683,1.306883,51.30314,82
-0.154797,1.330753,51.44438,82
-0.1459647,1.347663,51.54482,82
-0.1350449,1.366488,51.65203,82
-0.1205584,1.391618,51.77019,82
-0.1211957,1.402586,51.90472,82
-0.1104316,1.410941,52.00587,82
-0.1118702,1.414641,52.11132,82
-0.1181935,1.420248,52.22759,82
-0.1250125,1.427358,52.33487,82
-0.1397597,1.434424,52.43721,82
-0.1435494,1.441247,52.53923,82
-0.1499684,1.447912,52.64067,82
-0.1588614,1.45056,52.75074,83
-0.166474,1.451462,52.85328,83
-0.1724033,1.451353,52.95345,83
-0.1775175,1.451188,53.05564,83
-0.1845388,1.450231,53.15694,83
-0.1919274,1.445922,53.2723,83
-0.1930422,1.446808,53.37743,84
-0.192104,1.445036,53.48106,84
-0.1946865,1.444413,53.58539,84
-0.1916945,1.442438,53.68757,84
-0.1879147,1.445943,53.79527,84
-0.1789097,1.450047,53.93795,84
-0.1594554,1.453491,54.07397,84
-0.1389634,1.455739,54.18173,85
-0.1026639,1.468309,54.28971,85
-0.06048509,1.490147,54.40092,85
-0.03663171,1.508001,54.50261,85
-0.0028628,1.524669,54.6102,85
0.01970568,1.534363,54.74346,85
0.02395629,1.546919,54.85156,85
0.01746082,1.555366,54.95503,85
0.01211077,1.565104,55.05818,85
0.01579324,1.582537,55.16441,85
0.02086101,1.598762,55.26725,85
0.01565561,1.602523,55.37368,85
0.008946912,1.607217,55.48011,85
8.899705E-05,1.616226,55.60571,85
-0.007857565,1.620643,55.7409,85
-0.0130763,1.62342,55.85012,85
-0.02462828,1.62608,55.96662,85
-0.03816481,1.627057,56.13102,85
-0.04658949,1.624995,56.23401,85
-0.05308881,1.618701,56.34317,85
-0.05828713,1.617375,56.45179,85
-0.0697327,1.624607,56.56238,85
-0.07074756,1.638511,56.66698,85
-0.06821299,1.655932,56.80272,85
-0.06742521,1.698005,56.90784,85
-0.06505436,1.742313,57.0239,85
-0.0613379,1.798937,57.12922,85
-0.04624074,1.838532,57.26153,85
-0.03419834,1.863989,57.36327,85
-0.0367604,1.877594,57.47453,85
-0.03596617,1.903792,57.58064,85
-0.03859937,1.908673,57.68524,85
