position.x,position.z,time,score
0.231269,0.1933413,21.59757,1
0.2405915,0.1763904,21.72246,1
0.237481,0.1279122,21.88226,1
0.2323658,0.06626306,22.01405,1
0.2342227,0.04930353,22.13545,1
0.1851544,0.03467492,22.26812,1
0.1430219,0.03375256,22.39611,1
0.08234712,0.02049036,22.51754,1
0.04130415,0.007858199,22.64635,1
0.009304416,-0.00289194,22.75392,1
-0.04270835,-0.03289647,22.90376,2
-0.07203823,-0.05436028,23.0266,2
-0.1124441,-0.0783677,23.15967,2
-0.1185378,-0.04773226,23.31809,2
-0.1007671,-0.002092196,23.46941,2
-0.08132704,0.04218155,23.59795,2
-0.06423405,0.07088377,23.71757,2
-0.06680311,0.1014897,23.84402,2
-0.06410618,0.1217715,23.96511,2
-0.06798945,0.1329006,24.07049,2
-0.07164418,0.1614051,24.19721,2
-0.05696829,0.1945117,24.317,2
-0.006795154,0.2411823,24.43935,2
0.07187159,0.296195,24.60069,2
0.1385006,0.3564028,24.72377,2
0.1572841,0.3798885,24.84349,2
0.1568004,0.4008295,24.96601,2
0.1351309,0.4243809,25.09607,2
0.08175267,0.4446709,25.24858,2
0.03093049,0.4519273,25.37362,2
-0.02188091,0.4444402,25.47606,2
-0.0589778,0.4409723,25.59584,2
-0.1014124,0.4535075,25.7569,2
-0.1131521,0.4672014,25.88552,2
-0.1030931,0.4839115,26.01684,2
-0.08164829,0.51012,26.14014,2
-0.03741112,0.5474117,26.26632,2
-0.004314913,0.5726786,26.39602,3
0.04184114,0.6100407,26.54945,3
0.08340593,0.6410588,26.67724,4
0.09419701,0.6491484,26.80146,4
0.09612024,0.6515782,26.93521,5
0.09555824,0.6440997,27.05907,5
0.09244046,0.6173725,27.18386,5
0.09888598,0.6030915,27.31272,6
0.1146212,0.5965976,27.43715,6
0.1509983,0.5950952,27.55881,6
0.2068976,0.5968871,27.68753,6
0.2530674,0.6018564,27.82168,6
0.3114015,0.6038455,27.94379,6
0.351082,0.591312,28.0669,6
0.3729,0.5769899,28.19051,6
0.3876674,0.5637513,28.29474,6
0.3907895,0.5436004,28.42071,7
0.4096927,0.532101,28.54268,7
0.419655,0.5394803,28.66036,7
0.4641786,0.549178,28.76758,7
0.5170634,0.5590926,28.86841,7
0.5879169,0.5683627,28.98812,7
0.6405912,0.5652224,29.11752,7
0.6702126,0.5601963,29.25381,7
0.6814873,0.5490207,29.38254,7
0.6865025,0.5403779,29.50953,7
0.7008312,0.5425982,29.63844,7
0.7251041,0.5571065,29.74123,7
0.7617965,0.5736863,29.87323,7
0.816009,0.5913782,30.00459,8
0.8545325,0.593922,30.13339,8
0.8747503,0.5871097,30.236,8
0.8790164,0.5734311,30.35502,8
0.880923,0.5341654,30.48029,8
0.8934442,0.514307,30.60579,8
0.9055494,0.49345,30.72606,8
0.9203799,0.4802209,30.84458,8
0.9551477,0.4616624,30.96639,8
0.994273,0.4347875,31.06962,8
1.020295,0.3999557,31.19767,8
1.022992,0.3816677,31.31961,8
1.031434,0.3583762,31.4383,8
1.040396,0.3437714,31.56195,8
1.054267,0.3347664,31.68237,9
1.088124,0.3233287,31.80381,9
1.132864,0.3205183,31.92496,9
1.157167,0.3292995,32.02581,10
1.170454,0.373064,32.15483,10
1.179239,0.4236231,32.27952,10
1.180221,0.4921819,32.40104,10
1.179244,0.5677611,32.50274,10
1.161441,0.66747,32.63101,10
1.152857,0.7187556,32.75217,10
1.13377,0.820951,32.87623,11
1.128525,0.9114622,32.98288,11
1.116104,1.001189,33.10165,11
1.095657,1.08015,33.22453,12
1.040059,1.153982,33.35094,12
0.9853731,1.224673,33.50828,12
0.9565758,1.268621,33.63427,12
0.9289653,1.301963,33.75781,12
0.8988571,1.352721,33.88673,12
0.8903666,1.405438,34.04059,12
0.891152,1.416451,34.1613,12
0.8877642,1.408856,34.2819,12
0.8848033,1.400319,34.41248,13
0.8788108,1.389566,34.53555,13
0.8590232,1.384189,34.69769,13
0.847784,1.381901,34.80112,13
0.809307,1.371772,34.9051,13
0.782211,1.359108,35.04379,13
0.7652363,1.334622,35.17292,13
0.7665097,1.277769,35.3413,13
0.7798299,1.18746,35.44633,13
0.782151,1.095769,35.55213,13
0.7967778,1.015725,35.65573,13
0.8122404,0.9481471,35.76527,13
0.8177786,0.8918582,35.86842,13
0.810421,0.8508022,35.99503,13
0.7981794,0.7756778,36.0976,13
0.7941456,0.7450889,36.22054,14
0.7909189,0.7190456,36.33082,14
0.8027366,0.6790685,36.43307,14
0.8136361,0.6236283,36.54587,14
0.8232169,0.577099,36.90612,14
0.8168499,0.5993761,37.03022,14
0.8129269,0.6169794,37.14804,14
0.8048882,0.6493033,37.27153,14
0.7927126,0.6917691,37.44442,14
0.7851405,0.703729,37.55414,14
0.7724626,0.6981348,37.67236,14
0.7701991,0.6928928,37.78787,14
0.7685868,0.6887102,37.90749,15
0.7827359,0.689769,38.02695,15
0.7923714,0.6944199,38.15434,15
0.8239956,0.7005783,38.28137,15
0.8740147,0.7281748,38.40364,15
0.9293463,0.7560729,38.512,15
0.9684783,0.7794884,38.62453,15
0.9881982,0.7989577,38.75265,15
0.9855661,0.8155916,38.88046,15
0.9749418,0.8255658,38.99035,15
0.9553298,0.8442494,39.1012,15
0.9344184,0.8506847,39.22635,15
