position.x,position.ztime
-0.2359163,0.06341619,13.31111
-0.2374426,0.06341244,13.42325
-0.2391668,0.06062017,13.52701
-0.2407002,0.05927936,13.63106
-0.2381856,0.0598622,13.74134
-0.2200672,0.05736065,13.87175
-0.203982,0.04648264,13.97237
-0.1810814,0.03561543,14.07629
-0.1483967,0.02005056,14.20868
-0.1260588,0.008310578,14.31416
-0.1027979,-0.0005741477,14.41508
-0.08108566,0.001443226,14.52654
-0.05026561,0.01262786,14.64288
-0.02504354,0.01962606,14.75448
-0.001273314,0.02251492,14.86142
0.01459756,0.03221166,14.96826
0.03820696,0.04387725,15.08031
0.06636864,0.04613037,15.18646
0.1114455,0.03498185,15.28834
0.1506706,0.01761786,15.40035
0.1799807,-0.009897891,15.52103
0.2117868,-0.0346882,15.63327
0.2309131,-0.03415768,15.76839
0.2333287,-0.04683367,15.89688
0.2396963,-0.06250627,16.0216
0.223048,-0.0608521,16.13269
0.2215296,-0.04656066,16.27049
0.2424322,-0.03527378,16.3777
0.2779345,-0.01269019,16.50379
0.3191113,0.007855306,16.61213
0.3793606,0.02955606,16.74208
0.4297373,0.04269105,16.84241
0.4710569,0.04775209,16.95686
0.4828448,0.06018961,17.0623
0.4817033,0.07413263,17.18814
0.4918509,0.08735064,17.29742
0.5057861,0.1015539,17.42232
0.5065171,0.1155017,17.55316
0.5131639,0.1263695,17.66099
0.536368,0.141748,17.79088
0.5840744,0.1621309,17.98672
0.6360973,0.1732216,18.17858
0.6600716,0.1798778,18.31447
0.6676712,0.1895839,18.43912
0.667427,0.1931966,18.54197
0.6641252,0.1944634,18.64286
0.654072,0.2061625,18.7743
0.6336551,0.2265491,18.90704
0.6201126,0.2387304,19.03531
0.5891321,0.2593499,19.20094
0.5733452,0.2772577,19.38731
0.5653165,0.3031466,19.48995
0.5389649,0.3539529,19.61579
0.5141035,0.4249589,19.8198
0.5140687,0.4833598,20.0131
0.5140579,0.5344858,20.14299
0.5155247,0.5658395,20.2487
0.4946479,0.5993448,20.35784
0.4356348,0.6504945,20.48065
0.387416,0.6749472,20.58724
0.3494974,0.7013252,20.68735
0.3162836,0.7159475,20.81643
0.3030866,0.7113792,20.927
0.286599,0.7094371,21.03783
0.2725891,0.7154278,21.14412
0.2626866,0.7193798,21.24659
0.2617646,0.7171368,21.34798
0.2577815,0.722692,21.4617
0.2384515,0.7512803,21.57185
0.2180061,0.7802381,21.67619
0.2041308,0.8037015,21.77836
0.1910397,0.8186558,21.88489
0.1745937,0.8219859,21.99697
0.1581685,0.8210111,22.09979
0.1444008,0.8158073,22.20793
0.1352724,0.8068727,22.31745
0.1263996,0.8239481,22.42957
0.1292205,0.8290004,22.5437
0.1315245,0.8263654,22.64984
0.14634,0.8169352,22.7598
0.1711087,0.7896596,22.86146
0.1885073,0.7533707,22.96717
0.2156498,0.7274838,23.07287
0.2497178,0.7116536,23.18854
0.2754432,0.6863266,23.29875
0.2892352,0.6492975,23.40316
0.2975208,0.6046912,23.50482
0.2977197,0.5598367,23.60809
0.2855738,0.5284739,23.72174
0.2853074,0.4964393,23.82553
0.2972588,0.4745109,23.93138
0.3140491,0.4721647,24.03587
0.3334509,0.4670323,24.15114
0.3863588,0.4604303,24.27611
0.4488897,0.4613255,24.38852
0.4929244,0.4633542,24.49685
0.5318519,0.4642584,24.60228
0.5679514,0.4546939,24.7063
0.604184,0.4383738,24.81985
0.6470174,0.4086121,24.93448
0.6838676,0.3654679,25.03867
0.7149344,0.3080711,25.15125
0.7274632,0.2402318,25.28356
0.7390473,0.1999809,25.39465
0.7550124,0.1781047,25.51429
0.7538621,0.1676147,25.63975
0.7630308,0.1711861,25.76501
0.7768782,0.1804127,25.87201
0.7861052,0.1854821,25.98328
0.7929251,0.1987785,26.09726
0.8043202,0.2063232,26.20182
0.8298155,0.2244439,26.31758
0.8746377,0.249561,26.42008
0.9433739,0.2685683,26.53923
1.02302,0.2771517,26.64623
1.080399,0.2803105,26.76384
1.122325,0.2756873,26.87818
1.143471,0.2787245,26.98371
1.151816,0.2711681,27.08912
1.160964,0.2713131,27.19694
1.172392,0.2773978,27.30736
1.169442,0.272509,27.41844
1.181242,0.2772133,27.54358
1.176471,0.2763503,27.65397
1.180576,0.2797207,27.76587
1.192479,0.2901086,27.87171
1.214018,0.309866,27.99196
1.239384,0.3287263,28.10032
1.271143,0.3386502,28.22504
1.296789,0.3481697,28.3515
1.311394,0.3550463,28.47939
1.314911,0.3572815,28.60243
1.312126,0.358902,28.70479
1.305332,0.3561683,28.81051
1.299757,0.3489679,28.93821
1.305714,0.3386244,29.04277
1.299743,0.3284541,29.14967
1.291837,0.3196206,29.28481
1.305734,0.3146195,29.40451
1.330728,0.3051555,29.53299
1.362916,0.3028025,29.63926
1.403538,0.2989431,29.74382
1.439743,0.2864804,29.85117
1.478699,0.2714157,29.97791
1.507277,0.2569853,30.11016
1.518071,0.244825,30.21565
1.522013,0.2354494,30.32014
1.520316,0.230967,30.42294
1.514575,0.2349823,30.56487
1.499173,0.238133,30.66617
1.481603,0.2556375,30.78021
1.434183,0.2801539,30.88625
1.362573,0.3069017,30.99914
1.312044,0.3187978,31.10222
1.256287,0.3381313,31.23491
1.217937,0.3676016,31.35556
1.17116,0.4001396,31.46298
1.120128,0.4494821,31.57204
1.070391,0.4954278,31.67377
1.032233,0.5618122,31.79927
