position.x,position.z,time,score
0.5247101,0.3965329,26.50212,3
0.4670605,0.3835019,26.64861,3
0.4342729,0.3833118,26.755,3
0.4152074,0.3899621,26.89984,3
0.4265941,0.3958012,27.03269,3
0.4448231,0.4036824,27.17914,3
0.5139476,0.4171849,27.31818,3
0.5955367,0.4251572,27.45004,3
0.6806829,0.4215364,27.58685,4
0.7690523,0.3923109,27.73456,4
0.7921241,0.382741,27.83985,4
0.8161204,0.3593494,27.9744,4
0.8521655,0.3452969,28.08398,4
0.868022,0.3402384,28.2212,4
0.8992285,0.3409719,28.32168,4
0.9563139,0.3446259,28.45946,4
1.049448,0.3223388,28.60321,4
1.122135,0.323004,28.70754,4
1.199466,0.326837,28.8414,4
1.229859,0.323121,28.94145,4
1.233951,0.3243155,29.06835,4
1.223665,0.3304489,29.20315,4
1.21654,0.3365916,29.31627,4
1.205721,0.340533,29.46332,5
1.196227,0.3456951,29.5973,5
1.189933,0.34806,29.73201,6
1.190657,0.3570068,29.86698,6
1.204182,0.3712967,30.01546,6
1.235212,0.3963307,30.15151,6
1.270449,0.4170228,30.29694,6
1.304282,0.4346884,30.40056,7
1.321977,0.4441304,30.50373,7
1.33148,0.4480373,30.60753,7
1.337015,0.4535713,30.745,7
1.330095,0.4505425,30.88363,7
1.318713,0.4461356,31.01892,7
1.319199,0.4581139,31.15785,7
1.337711,0.4991131,31.30907,7
1.352464,0.5198759,31.41117,7
1.387939,0.5784483,31.54936,8
1.424987,0.6235588,31.6888,8
1.472665,0.6431958,31.80376,8
1.478526,0.647433,31.92529,8
1.469216,0.6340637,32.02542,9
1.459254,0.6332693,32.13236,9
1.436718,0.6037978,32.26995,9
1.383795,0.5481487,32.41655,9
1.360117,0.5151703,32.51842,9
1.316108,0.4540594,32.65952,9
1.304517,0.4272657,32.76361,9
1.297218,0.408673,32.86984,9
1.298994,0.4016472,32.97407,9
1.323751,0.4005564,33.12028,9
1.344937,0.4096195,33.25873,9
1.398913,0.4391075,33.39991,9
1.45437,0.4840739,33.53685,9
1.542929,0.5461823,33.64515,9
