position.x,position.z,time,score
0.2880793,0.7002485,22.97725,2
0.3174207,0.6986901,23.07726,3
0.3270682,0.7010863,23.23223,3
0.3268707,0.6945304,23.35036,3
0.34034,0.6858359,23.47194,3
0.3430066,0.6879433,23.59348,3
0.3382438,0.6916573,23.72626,4
0.342794,0.6923307,23.84202,4
0.3619494,0.698873,23.96958,4
0.4121606,0.7112715,24.08895,4
0.4650117,0.7184058,24.21843,4
0.5219297,0.7339047,24.38412,4
0.5596741,0.7367435,24.50445,4
0.5815506,0.7410188,24.65579,4
0.5810849,0.7409518,24.79186,5
0.5747502,0.7438937,24.91682,5
0.5735238,0.7476535,25.03685,5
0.5796686,0.7494558,25.15196,5
0.5700465,0.7527322,25.2678,6
0.5698786,0.7537845,25.39835,6
0.5747241,0.7627141,25.52047,6
0.5807757,0.7810228,25.63714,6
0.5905618,0.8070033,25.74908,6
0.6101757,0.8445013,25.86777,6
0.6243151,0.872153,25.97161,6
0.6556161,0.9190233,26.10205,7
0.6655656,0.9393058,26.22412,7
0.6749994,0.9589996,26.35105,7
0.6550338,0.9771948,26.47298,7
0.6276703,0.9973323,26.6049,7
0.5896084,1.012884,26.72779,7
0.515038,1.032941,26.8407,7
0.4749057,1.036777,26.95301,7
0.3979934,1.042292,27.08519,8
0.3540684,1.044237,27.20947,8
0.3039606,1.048561,27.33006,8
0.2809275,1.065279,27.44903,8
0.2589231,1.083804,27.56405,8
0.2310466,1.132933,27.699,9
0.2072773,1.170065,27.81263,9
0.1982763,1.202198,27.9356,10
0.1854476,1.223992,28.04881,10
0.1817002,1.22868,28.16679,11
0.1724639,1.234083,28.29572,11
0.1639054,1.234556,28.41946,11
0.1371079,1.237768,28.5436,12
0.1095518,1.23977,28.66473,12
0.06602337,1.238971,28.78588,13
0.0134896,1.231807,28.92261,13
-0.02737506,1.206457,29.04992,13
-0.05291415,1.186195,29.1708,13
-0.07853989,1.16961,29.28722,13
-0.09218765,1.16199,29.41455,13
-0.09580065,1.161834,29.54096,13
-0.09875007,1.166899,29.6714,14
-0.09420139,1.172288,29.78999,14
-0.08846372,1.171875,29.91165,14
-0.08448274,1.169886,30.02411,15
-0.07368175,1.171508,30.15372,15
-0.06047098,1.178047,30.28788,15
-0.05368137,1.180835,30.41329,15
-0.04323719,1.18332,30.53422,15
-0.03572949,1.175436,30.65548,15
-0.0299404,1.172762,30.7842,15
-0.01163159,1.170714,30.90052,15
0.02994545,1.182446,31.0208,15
0.0926102,1.200656,31.13866,15
0.130051,1.212305,31.25705,15
0.2092103,1.224345,31.39653,15
0.2375624,1.227887,31.51178,15
0.2588421,1.234508,31.6352,16
0.2795484,1.246748,31.75143,16
0.3024746,1.266066,31.88268,17
0.3300723,1.299266,32.00237,17
0.3546154,1.337312,32.12632,17
0.3805602,1.375988,32.25107,17
0.3918149,1.402301,32.3675,17
0.3986359,1.424122,32.50782,17
0.430858,1.457916,32.63937,17
0.4733445,1.468182,32.77202,17
0.5012107,1.478397,32.89277,17
0.5669566,1.498957,33.0107,17
0.6591057,1.502833,33.13685,17
0.7122881,1.490614,33.25576,17
0.7780282,1.47693,33.37779,17
0.8170409,1.464043,33.49703,17
0.8462152,1.452397,33.61646,18
0.849793,1.439728,33.73345,18
0.8529123,1.433475,33.84257,18
0.8543663,1.424713,33.96692,19
0.8490897,1.432682,34.08511,19
0.8453029,1.426295,34.21947,20
0.8454189,1.424735,34.34525,20
0.8471249,1.4351,34.46247,20
0.8542947,1.452192,34.59196,20
0.867617,1.466908,34.71432,20
0.8844894,1.494448,34.84268,20
0.9103138,1.521178,34.95835,20
0.9494922,1.540571,35.07846,20
0.9716753,1.553654,35.19978,20
0.9940572,1.562315,35.33745,20
1.002324,1.569002,35.45229,20
0.9955527,1.582138,35.57478,20
1.000106,1.585648,35.68203,21
1.000342,1.587253,35.78768,21
0.9948055,1.587552,35.91257,21
0.9869434,1.586393,36.03019,21
0.9755006,1.583067,36.1475,21
0.9702867,1.580456,36.28134,21
0.9589847,1.572224,36.40917,21
0.9644759,1.56975,36.54217,21
0.9702897,1.566235,36.67146,21
0.9722001,1.567089,36.80158,21
0.9608494,1.569662,36.92989,21
0.9543238,1.575196,37.06053,21
0.9539101,1.578247,37.19094,21
0.958792,1.579707,37.32076,21
0.960187,1.590504,37.46403,21
0.953916,1.609908,37.59023,21
0.955237,1.631608,37.72401,21
0.9644946,1.66637,37.84418,21
0.9749081,1.709358,37.97772,21
0.9901798,1.735087,38.10645,21
1.000366,1.764306,38.24625,21
0.9989212,1.779342,38.35727,21
0.98895,1.780424,38.46376,21
0.9874496,1.781302,38.57193,21
0.9788454,1.775289,38.67262,21
0.9553529,1.76875,38.81442,21
0.9204475,1.755526,38.94735,21
0.8738338,1.737654,39.08411,21
0.8061563,1.706779,39.23639,21
0.7531897,1.672636,39.3689,21
0.6757054,1.637302,39.53019,21
0.6080587,1.59351,39.65968,21
0.5549563,1.579017,39.792,21
0.4933193,1.563859,39.92368,21
0.3557757,1.532278,40.05645,21
0.3205509,1.526888,40.18483,21
0.2116491,1.512722,40.32797,21
0.1490556,1.496101,40.45194,21
0.0697566,1.471534,40.57585,21
0.04666732,1.466793,40.71261,21
0.02496415,1.456197,40.83739,21
