position.x,position.ztime
-0.3472532,-1.870519,13.77277
-0.3440473,-1.869082,13.90004
-0.3401929,-1.869692,14.01216
-0.3381009,-1.869413,14.12026
-0.3359035,-1.866271,14.22941
-0.3365261,-1.863763,14.3592
-0.3370218,-1.862314,14.46099
-0.3387928,-1.85954,14.59288
-0.3397197,-1.858031,14.70492
-0.3384288,-1.856375,14.82846
-0.3371109,-1.85363,14.9518
-0.345071,-1.856066,15.06073
-0.3434344,-1.851952,15.23155
-0.3425658,-1.851083,15.36585
-0.341172,-1.846863,15.47478
-0.3403149,-1.849677,15.64916
-0.3398294,-1.851512,15.78456
-0.3419925,-1.852759,15.90756
-0.3439998,-1.856863,16.07203
-0.3587981,-1.865703,16.2978
-0.3596783,-1.864458,16.42388
-0.3753514,-1.876936,16.61489
-0.3710232,-1.899341,16.81857
-0.3643624,-1.90684,17.0054
-0.3735755,-1.936489,17.10707
-0.4099564,-1.959667,17.23428
-0.4624335,-1.980264,17.34599
-0.5005091,-2.007348,17.45384
-0.5437097,-2.043807,17.58733
-0.568651,-2.053517,17.71129
-0.5783209,-2.069903,17.81177
-0.6122432,-2.089816,17.94716
-0.6241592,-2.104951,18.0486
-0.6296059,-2.124425,18.15647
-0.6315063,-2.148063,18.26337
-0.6286011,-2.171246,18.38417
-0.6228297,-2.187158,18.51158
-0.6188151,-2.196163,18.61675
-0.616594,-2.221044,18.74826
-0.6298144,-2.236959,18.87728
-0.6462017,-2.242809,18.98071
-0.6607778,-2.243882,19.08582
-0.6888149,-2.268054,19.1868
-0.7080121,-2.268008,19.30165
-0.7215033,-2.284193,19.43389
-0.7394995,-2.290999,19.56039
-0.7438895,-2.315934,19.69002
-0.744798,-2.340811,19.79681
-0.7354962,-2.371633,19.90768
-0.7044732,-2.420639,20.04339
-0.6644533,-2.462855,20.1488
-0.5936988,-2.523608,20.28242
-0.5159476,-2.567312,20.40464
-0.4815989,-2.592799,20.51094
-0.4655188,-2.601671,20.62298
-0.4662353,-2.613894,20.74662
-0.4648745,-2.625887,20.84797
-0.4630782,-2.62267,20.95026
-0.473229,-2.626948,21.072
-0.4808482,-2.628842,21.1781
-0.4886523,-2.627325,21.28952
-0.508761,-2.60783,21.41774
-0.5255972,-2.601752,21.5218
-0.544422,-2.593806,21.65323
-0.5553322,-2.587498,21.75454
-0.5754129,-2.565966,21.85891
-0.5990927,-2.539158,21.97013
-0.6603412,-2.486397,22.07519
-0.7130003,-2.410891,22.19588
-0.762992,-2.332062,22.30243
-0.7943431,-2.274315,22.40566
-0.8253772,-2.207425,22.53107
-0.8598967,-2.146852,22.63402
-0.8999711,-2.100925,22.76856
-0.9585671,-2.063474,22.89603
-1.019034,-2.050842,22.99708
-1.077266,-2.03386,23.11177
-1.128003,-2.045983,23.24131
-1.16083,-2.067083,23.36512
-1.188767,-2.090018,23.47411
-1.21729,-2.107326,23.60939
-1.244463,-2.129319,23.7409
-1.267841,-2.144452,23.84754
-1.319918,-2.143583,23.97753
-1.335724,-2.187489,24.10167
-1.365127,-2.210311,24.20749
-1.409462,-2.195882,24.31047
-1.397885,-2.227212,24.44237
