position.x,position.z,time,score
0.02970724,0.7862551,29.46302,2
0.04582705,0.786191,29.59868,2
0.08105231,0.7903425,29.74601,2
0.1161221,0.7976889,29.87905,2
0.1439648,0.813221,30.00634,2
0.1738458,0.81994,30.13619,2
0.2043736,0.8080586,30.2614,2
0.2150919,0.8152832,30.4083,2
0.2186738,0.8191806,30.54241,3
0.2355608,0.826028,30.67239,3
0.2418487,0.8381603,30.7969,3
0.2628762,0.8614175,30.93005,3
0.3047288,0.8768997,31.07506,3
0.3628743,0.8910588,31.22139,3
0.4140583,0.8944834,31.34846,3
0.4575653,0.8789851,31.48161,4
0.4668358,0.8610786,31.60542,4
0.4637332,0.8399928,31.73614,4
0.4427479,0.7954389,31.8721,4
0.4328593,0.7446994,31.9999,4
0.4179454,0.7012123,32.13186,5
0.3965927,0.6607822,32.27444,5
0.3936127,0.6232569,32.40122,5
0.4017646,0.5996985,32.53806,5
0.4035984,0.5408795,32.67766,5
0.3954791,0.4831305,32.81705,5
0.3908291,0.4688212,32.95387,5
0.3935802,0.4566323,33.08887,6
0.3714231,0.4598882,33.24247,6
0.3268004,0.4731404,33.39191,7
0.3011698,0.4800987,33.52409,7
0.2571167,0.4832028,33.6452,7
0.203179,0.4774465,33.78121,7
0.1823891,0.465893,33.92257,8
0.1676583,0.4611294,34.05774,8
0.1578926,0.4608447,34.18037,8
0.1397409,0.4616264,34.32448,8
0.1377142,0.4846033,34.46094,9
0.1184856,0.4996916,34.59132,9
0.00835615,0.5540116,34.73601,9
-0.01956938,0.5629689,34.838,9
-0.07756452,0.5721489,34.97366,9
-0.1101276,0.5778582,35.1005,9
-0.1119055,0.5864809,35.22332,9
-0.1083277,0.6137744,35.36195,9
-0.1144736,0.698051,35.50259,9
-0.104026,0.7260436,35.64338,10
-0.08714516,0.7487453,35.77727,11
-0.0839171,0.7746073,35.90781,11
-0.0959276,0.8146344,36.04453,11
-0.1153544,0.86705,36.17276,12
-0.1210915,0.9230338,36.31917,12
-0.1393049,0.9457387,36.45388,12
-0.1341138,0.9574422,36.58582,12
-0.122641,0.9656022,36.71602,12
-0.1108227,0.9689813,36.84703,13
-0.1025513,0.9695972,36.98015,14
-0.08527149,0.9676648,37.12334,14
-0.04938464,0.9664487,37.25938,14
-0.0178863,0.9532759,37.39563,15
0.01868462,0.9508358,37.53154,15
0.04584598,0.9494315,37.67807,15
0.05344685,0.9506961,37.82039,15
0.05227191,0.951515,37.95176,15
0.05237704,0.9639587,38.07789,15
0.05257859,0.9749959,38.21765,15
0.04968932,0.9952765,38.36181,15
0.05357965,1.002903,38.49642,15
0.05557678,1.011937,38.62426,16
0.05988855,1.022087,38.75719,16
0.08974077,1.033782,38.88663,16
0.1225918,1.048012,39.02412,16
0.1813009,1.074529,39.15233,16
0.224706,1.093821,39.28549,16
0.2781486,1.111395,39.41875,16
0.3111069,1.128505,39.54393,16
0.3089132,1.14271,39.64747,16
0.3062277,1.177619,39.77384,16
0.3058941,1.211436,39.90648,17
0.3200943,1.282133,40.03802,17
0.3183359,1.338593,40.17592,17
0.3006728,1.378531,40.31618,17
0.2963164,1.404272,40.45485,17
0.309463,1.428049,40.59158,18
0.3281513,1.467384,40.72054,18
0.3546472,1.505382,40.85228,18
0.3970905,1.545356,40.99502,18
0.4296423,1.569968,41.13174,19
0.4552642,1.588596,41.27499,19
0.4616005,1.598777,41.40842,20
0.4637628,1.60839,41.54331,20
0.4661947,1.608603,41.69514,21
0.4618614,1.609442,41.82767,21
0.456397,1.603923,41.95576,21
0.4550985,1.596509,42.09738,22
0.4558893,1.586926,42.22875,22
0.456952,1.587091,42.36963,22
0.4641043,1.595079,42.49853,22
0.4865232,1.603712,42.63909,22
0.5358601,1.615844,42.7758,22
0.5755572,1.623096,42.89568,22
0.6353348,1.625567,43.03554,22
0.6654004,1.625488,43.17031,22
0.6884007,1.630063,43.30111,22
0.6878329,1.631115,43.43057,22
0.6863477,1.632672,43.56348,22
0.6853131,1.639339,43.70361,27
0.6783653,1.650161,43.84637,27
0.6788186,1.648952,43.98484,27
0.6820353,1.654581,44.11461,27
0.6835247,1.673377,44.25321,27
0.7109268,1.711629,44.37753,27
0.7594531,1.761097,44.52145,27
0.8216359,1.810299,44.65391,27
0.8662592,1.857132,44.79896,27
0.8866044,1.891065,44.93278,27
0.8810365,1.923908,45.06316,27
0.8780496,2.023077,45.20915,27
0.8809272,2.082079,45.3479,27
0.8674315,2.135603,45.47876,27
0.8665394,2.159135,45.61448,27
0.8486586,2.198467,45.74494,32
0.8572789,2.240631,45.87971,32
0.8832728,2.279357,46.02203,37
0.9182637,2.343021,46.15052,37
0.9290887,2.349695,46.27142,37
0.94602,2.377791,46.40741,42
0.9557826,2.403458,46.54133,42
0.9308764,2.419843,46.64972,42
0.9094194,2.413055,46.78063,47
0.8819311,2.40942,46.92234,47
0.8575313,2.403954,47.06495,47
0.831638,2.393116,47.19781,52
0.7995235,2.390751,47.33659,52
0.7797483,2.392774,47.44481,52
0.7497265,2.392658,47.56538,52
0.6965726,2.393629,47.69783,52
0.6215043,2.385266,47.84026,52
0.5697632,2.373249,47.96839,57
0.4978259,2.377148,48.09731,57
0.4591755,2.375839,48.23325,62
0.3960598,2.377726,48.36547,62
0.310691,2.367041,48.50113,62
0.2449111,2.345456,48.6245,62
0.205031,2.320696,48.75119,67
0.1293505,2.317238,48.89643,72
0.1024854,2.303299,49.03451,72
0.04439508,2.297939,49.1664,77
-0.04359248,2.299132,49.29384,77
-0.1080364,2.268234,49.43331,82
-0.1714923,2.271542,49.57207,87
-0.221921,2.274873,49.71888,87
-0.254527,2.273217,49.84619,92
-0.3362143,2.250939,49.9901,92
-0.3930955,2.227938,50.12208,97
-0.4592247,2.21559,50.25267,97
-0.5104977,2.199157,50.3879,97
-0.5507849,2.192764,50.49508,97
-0.589843,2.188215,50.64008,102
-0.6193251,2.191988,50.76747,107
-0.7005181,2.195941,50.90538,107
-0.7375045,2.191096,51.04293,107
-0.7810318,2.201924,51.17879,107
-0.8055977,2.233661,51.30945,112
-0.8159431,2.268068,51.44359,112
-0.8378701,2.30029,51.58389,117
-0.8572565,2.317306,51.72202,117
-0.8826176,2.341645,51.85491,122
-0.9089118,2.369621,51.99322,122
-0.948051,2.408437,52.13146,122
-0.9583535,2.427766,52.27574,127
-0.9609105,2.431106,52.40919,127
-0.9412742,2.421996,52.54898,127
-0.9344228,2.449942,52.69165,127
-0.9235688,2.522869,52.82227,127
-0.9143491,2.593748,52.95621,132
-0.9030879,2.640132,53.08622,137
-0.9083526,2.686255,53.22908,137
-0.9232188,2.738117,53.37399,138
-0.9393947,2.818079,53.5183,138
-0.9553775,2.886237,53.65458,138
-0.961748,2.93212,53.79528,139
-0.9556805,2.953989,53.92639,139
-0.9235056,2.983073,54.06876,140
-0.8944389,3.000754,54.18914,140
-0.8583834,3.009255,54.29203,140
-0.8100576,3.013063,54.39247,141
-0.7628105,3.012716,54.52624,141
-0.708936,3.004225,54.66534,141
-0.6733198,3.007004,54.79733,141
-0.6200014,3.030464,54.94279,142
-0.5702635,3.056864,55.07409,142
-0.5082759,3.087742,55.19787,142
-0.4695354,3.113628,55.30053,142
-0.4390297,3.126547,55.42683,142
-0.4147672,3.131187,55.56995,142
-0.3820392,3.143481,55.70215,142
-0.3592377,3.159751,55.83475,142
-0.3242936,3.177818,55.96406,143
-0.2956871,3.189645,56.07309,143
-0.2625664,3.188102,56.21706,144
-0.24693,3.18278,56.33913,144
-0.2347562,3.168139,56.46175,144
-0.219577,3.169954,56.60931,144
-0.2184549,3.170363,56.71368,144
-0.2143009,3.172649,56.8449,144
-0.2115767,3.166627,56.98407,144
-0.2099485,3.16046,57.12647,144
-0.2124085,3.158288,57.25861,144
-0.2059423,3.157425,57.38818,144
-0.1846911,3.166197,57.48856,144
-0.1574004,3.177388,57.61364,144
-0.1138995,3.184582,57.75072,144
-0.07889882,3.186882,57.87927,144
-0.05076632,3.192943,57.98235,144
-0.01916123,3.178305,58.11191,144
0.005980424,3.174797,58.24747,144
0.01718575,3.167623,58.39679,144
0.01649281,3.171448,58.52726,144
0.01201624,3.171424,58.65506,144
0.007433512,3.177766,58.78861,144
0.0005537755,3.182343,58.93288,144
-0.01116557,3.182692,59.05825,144
-0.02800703,3.171549,59.18241,144
-0.04427407,3.156549,59.31673,144
-0.05574651,3.150904,59.45714,144
-0.08703149,3.13915,59.59738,144
-0.128711,3.122655,59.73977,144
-0.1770992,3.087869,59.88483,144
-0.204986,3.05653,59.99117,144
-0.2253769,3.017053,60.11835,144
-0.2337499,2.999955,60.25881,144
-0.2350668,2.996012,60.36356,144
-0.2372929,2.995732,60.51046,144
-0.2254608,2.99869,60.63545,144
-0.2169584,3.003982,60.7635,144
-0.211639,3.006482,60.89388,144
-0.2060122,3.012607,61.03955,144
-0.205279,3.015881,61.18035,144
-0.1999297,3.02112,61.3049,145
-0.1902738,3.034405,61.43785,145
-0.1738549,3.060987,61.57266,145
-0.1268897,3.104742,61.70545,145
-0.1038042,3.120562,61.84283,145
-0.0587685,3.174431,61.9524,145
-0.02013157,3.200396,62.08844,145
-0.004496042,3.20601,62.21473,145
0.002834703,3.210059,62.34303,145
0.01272456,3.217142,62.4859,145
0.01477877,3.221691,62.63502,145
0.01199249,3.22496,62.77475,145
-0.006428562,3.223187,62.91974,145
-0.01200891,3.231654,63.05762,146
-0.01737852,3.238564,63.19245,146
-0.01939506,3.239121,63.32887,147
-0.02435395,3.239833,63.47458,147
-0.03431929,3.244322,63.61527,147
-0.04888058,3.238067,63.74925,147
-0.06329999,3.227429,63.87337,147
-0.084856,3.217995,64.01236,147
-0.1482447,3.181916,64.11425,147
-0.1924209,3.147503,64.22098,147
-0.2453446,3.081999,64.32347,147
-0.2709543,3.045799,64.44849,147
-0.2944775,3.026856,64.58647,147
-0.3017219,3.01686,64.71783,147
-0.3237209,2.996409,64.8536,147
-0.3387513,3.005284,64.99098,147
-0.3867188,3.008564,65.09905,147
-0.4321993,3.005891,65.23045,147
-0.5020871,2.99611,65.37303,147
-0.5506878,2.983245,65.50381,147
-0.5915799,2.993209,65.62958,147
-0.6125193,3.011261,65.77806,147
-0.6537929,3.058389,65.92491,147
-0.6767439,3.089866,66.05021,147
-0.713078,3.141702,66.17972,147
-0.7172132,3.185539,66.32101,147
-0.7400488,3.240322,66.47308,147
-0.7692458,3.270023,66.60381,147
-0.8130653,3.315226,66.73916,147
-0.8355748,3.336522,66.86253,147
-0.8695571,3.370048,66.99537,148
-0.9073862,3.400645,67.13866,148
-0.9192796,3.419233,67.27348,148
-0.9218042,3.445293,67.40405,149
-0.9210318,3.475574,67.54002,149
-0.9189187,3.535296,67.67243,149
-0.9122233,3.578804,67.80351,150
-0.8875967,3.618143,67.92745,150
-0.871567,3.643866,68.07007,151
-0.8578767,3.661763,68.20102,151
-0.853037,3.676567,68.32935,152
-0.8501232,3.681599,68.4669,152
-0.8301654,3.672829,68.60135,153
-0.804462,3.662052,68.74277,153
-0.7855616,3.663613,68.87743,153
-0.7281161,3.675994,69.00444,153
-0.6988049,3.680652,69.1051,154
-0.6646164,3.6811,69.24537,154
-0.6336646,3.667205,69.37086,154
-0.6221898,3.656095,69.50144,154
-0.6186749,3.651812,69.64139,154
-0.6066118,3.628438,69.77261,154
-0.5985162,3.594711,69.91653,154
-0.5915347,3.578122,70.0537,154
-0.5845273,3.56758,70.18571,154
-0.5849568,3.567071,70.32136,154
-0.5741967,3.575624,70.44943,154
-0.5410092,3.592929,70.58936,154
-0.5002446,3.601442,70.7153,154
-0.4632815,3.599879,70.85654,154
-0.4280312,3.596249,70.98575,154
-0.4042,3.596599,71.11965,154
-0.3954476,3.604236,71.25002,155
-0.3997876,3.615553,71.39124,155
-0.4050129,3.626453,71.52212,155
-0.4156952,3.63888,71.65041,155
-0.4315301,3.645897,71.77898,155
-0.4512258,3.660675,71.91865,155
-0.4670987,3.671679,72.06535,155
-0.4675932,3.676331,72.19558,155
-0.4783687,3.677993,72.3324,155
-0.4969389,3.697323,72.46936,155
-0.5058592,3.698977,72.59112,155
-0.5188865,3.707078,72.72512,155
-0.5256492,3.715214,72.83009,155
-0.5385083,3.738939,72.95987,156
-0.5395147,3.752666,73.08568,156
-0.5405583,3.769775,73.21505,156
-0.5390446,3.775024,73.34591,156
-0.5347764,3.768314,73.48424,156
-0.5320539,3.75686,73.60184,156
-0.5280294,3.744489,73.73138,156
-0.5349981,3.745263,73.86275,156
-0.5557722,3.764863,73.99823,156
-0.5652204,3.777064,74.12796,156
-0.5806766,3.80318,74.23407,156
-0.5979446,3.809963,74.35701,156
-0.6146822,3.825783,74.47739,156
-0.6520911,3.844476,74.61286,156
-0.6935432,3.870471,74.74826,156
-0.7893153,3.908841,74.86964,156
-0.8694487,3.931306,75.01037,156
-0.9380811,3.945885,75.14469,156
-1.013958,3.955835,75.27452,156
-1.089569,3.984279,75.39681,156
-1.207031,4.003116,75.52627,156
-1.360057,4.055151,75.75728,156
-1.428554,4.086315,75.89342,157
-1.516127,4.110432,76.0292,157
-1.621517,4.130962,76.16235,158
-1.710262,4.149535,76.30012,158
-1.736255,4.18517,76.44398,159
-1.784666,4.223288,76.56941,159
-1.823329,4.287368,76.70297,159
-1.847409,4.335985,76.82888,160
-1.850471,4.383524,76.96431,160
-1.829047,4.411057,77.09117,160
-1.808403,4.424142,77.23015,160
-1.768924,4.43516,77.34769,160
-1.711305,4.443849,77.48656,160
-1.613913,4.443467,77.61441,160
-1.517533,4.428013,77.7496,160
-1.44963,4.41382,77.88323,160
-1.409862,4.415661,77.99326,160
-1.353333,4.434858,78.13746,160
-1.327781,4.445729,78.26767,160
-1.263053,4.474928,78.3898,160
-1.235112,4.494661,78.52269,160
-1.199439,4.537091,78.65965,160
-1.176692,4.563289,78.78919,160
