position.x,position.z,time,score,trackingTimeP1,trackingTimeP2,distance
0.2835156,1.261001,72.11905,1,6.305057,0,5.469287
0.2901759,1.257538,72.24733,1,6.431335,0,5.462369
0.3008299,1.255276,72.36608,1,6.552879,0,5.454977
0.3130479,1.240805,72.48912,2,6.678223,0,5.445011
0.3223941,1.218493,72.60452,2,6.79327,0,5.438087
0.3394915,1.200692,72.71625,2,6.910006,0,5.427847
0.376276,1.138616,72.83324,2,7.020182,0,5.422366
0.3897799,1.097119,72.95891,2,7.142777,0,5.451712
0.4112236,1.04331,73.06953,2,7.261752,0,5.44508
0.4380127,0.9924894,73.20999,2,7.390536,0,5.433703
0.474745,0.9567791,73.36922,2,7.544576,0,5.426813
0.5040466,0.9440621,73.50536,3,7.690826,0,5.414748
0.5309713,0.9418815,73.63131,3,7.818899,0,5.408015
0.5476532,0.9397335,73.75405,3,7.937049,0,5.402465
0.5528315,0.9579566,73.90543,4,8.085045,0,5.38893
0.5428976,0.9731274,74.04395,4,8.2221,0,5.382486
0.5344673,0.9758505,74.17152,5,8.353263,0,5.372964
0.5220808,0.9827883,74.2864,5,8.471772,0,5.367108
0.5229847,0.9876611,74.41521,6,8.602277,0,5.361791
0.5179199,0.9896159,74.54676,6,8.714412,0,5.352993
0.5124984,0.9945766,74.69383,7,8.870466,0,5.343697
0.5106136,0.9977555,74.83121,7,9.016699,0,5.334249
0.5072109,0.9989854,74.96685,8,9.144245,0,5.324559
0.5027952,1.002551,75.10417,8,9.283586,0,5.317833
0.5006569,1.009881,75.25286,8,9.433262,0,5.311043
0.5158213,1.019355,75.39037,9,9.56733,0,5.299176
0.5247005,1.036402,75.51299,9,9.695882,0,5.292382
0.522465,1.066357,75.64322,9,9.821884,0,5.285579
0.503288,1.121089,75.78461,9,9.963512,0,5.275988
0.4922794,1.211395,75.9097,9,10.09403,0,5.263598
0.4838425,1.304649,76.04517,9,10.22371,0,5.256749
0.4924838,1.40993,76.20962,9,10.37702,0,5.246895
0.5077971,1.464019,76.35976,9,10.53029,0,5.233615
0.4955729,1.502208,76.50847,10,10.68356,0,5.257305
0.4496676,1.554601,76.64612,10,10.82512,0,5.243942
0.4073372,1.579826,76.77316,10,10.95459,0,5.23219
0.3638988,1.605168,76.92091,11,11.09567,0,5.214072
0.303708,1.672729,77.06208,11,11.23846,0,5.202901
0.2525448,1.793961,77.2667,12,11.37249,0,5.181769
0.247479,1.82585,77.36849,12,11.51548,0,5.162239
0.2389808,1.840285,77.50269,13,11.68819,0,5.138253
0.2394857,1.843387,77.6542,13,11.82908,0,5.118808
0.2175874,1.867419,77.78683,14,11.972,0,5.105147
0.2187017,1.878922,77.92132,14,12.10564,0,5.082607
0.2240264,1.878269,78.06992,14,12.24541,0,5.107696
0.2188968,1.880255,78.21782,14,12.39668,0,5.092016
0.2222786,1.880981,78.35696,15,12.53921,0,5.069711
0.2206565,1.885939,78.4872,15,12.67444,0,5.049644
0.2159156,1.88965,78.66634,16,12.82076,0,5.037127
0.2107586,1.894097,78.80398,16,12.98696,0,5.006176
0.2090691,1.899868,78.94612,16,13.12631,0,4.993442
0.1876177,1.906864,79.08549,16,13.26172,0,4.983698
0.1785197,1.90649,79.2113,16,13.39589,0,4.972524
0.1707541,1.898321,79.32575,16,13.51876,0,4.940457
0.1595585,1.883306,79.43854,16,13.63569,0,4.926564
0.1199261,1.851161,79.55048,16,13.73801,0,4.912507
0.07212837,1.809109,79.66802,16,13.86283,0,4.892973
0.0458454,1.759883,79.7831,16,13.9747,0,4.884431
0.005835606,1.664569,79.90559,16,14.09138,0,5.099546
-0.02460376,1.582819,80.02399,16,14.216,0,5.086721
-0.06507145,1.445681,80.1493,16,14.33717,0,5.075549
-0.09954011,1.359267,80.27927,16,14.46314,0,5.052977
-0.1147248,1.349396,80.39495,16,14.58749,0,5.038512
-0.1724174,1.300478,80.53873,16,14.73939,0,5.025685
-0.2513864,1.275011,80.6498,16,14.84293,0,5.014766
-0.2869491,1.272311,80.76512,16,14.96697,0,4.987948
-0.3203712,1.261026,80.87721,16,15.06942,0,4.979533
-0.3481178,1.251958,80.98887,16,15.17736,0,4.961328
-0.3913456,1.238423,81.10561,16,15.29949,0,4.951746
-0.4032621,1.214171,81.22137,16,15.42016,0,4.925144
-0.4261051,1.171257,81.34467,16,15.52975,0,4.912502
-0.4312787,1.120949,81.46301,17,15.65705,0,4.933368
-0.4658022,1.075713,81.58919,17,15.77282,0,4.920331
-0.4765714,1.040254,81.71011,17,15.90185,0,4.904547
-0.4624396,1.023075,81.82467,17,16.01354,0,4.89419
-0.4572063,1.014345,81.94494,17,16.13906,0,4.877362
-0.436626,1.016684,82.0569,18,16.2509,0,4.867364
-0.4097963,1.018436,82.17068,18,16.36849,0,4.846882
-0.3843536,1.01239,82.27626,19,16.47563,0,4.837203
-0.3645073,1.008418,82.40217,19,16.58848,0,4.817886
-0.3420387,1.00147,82.51935,19,16.7211,0,4.805274
-0.3192509,0.9897527,82.64352,20,16.83165,0,4.79431
-0.3084601,0.980536,82.76508,20,16.9509,0,4.783468
-0.3061717,0.9750927,82.87913,20,17.07803,0,4.769012
-0.2932922,0.9474661,82.99593,21,17.18343,0,4.75626
-0.2668848,0.9244261,83.12038,21,17.31318,0,4.742275
-0.2724323,0.914184,83.23528,21,17.43131,0,4.724749
-0.2718313,0.8996156,83.35004,21,17.54561,0,4.714097
-0.2750621,0.8952186,83.47922,21,17.66448,0,4.747733
-0.2758523,0.9010494,83.60875,21,17.79669,0,4.729545
-0.2752802,0.9116267,83.71568,21,17.91158,0,4.720106
-0.2660409,0.9281276,83.8418,21,18.02482,0,4.712492
-0.2589237,0.9528083,83.96522,21,18.1592,0,4.687278
-0.2313102,1.020297,84.08246,21,18.27657,0,4.674498
-0.1946326,1.131594,84.19466,22,18.38783,0,4.652045
-0.1795696,1.185382,84.31342,22,18.50567,0,4.645567
-0.1643685,1.226145,84.41812,23,18.6189,0,4.625737
-0.1420383,1.296295,84.56632,23,18.73489,0,4.601018
-0.1392585,1.317276,84.68388,23,18.87584,0,4.585867
-0.1405566,1.34842,84.79085,24,18.98548,0,4.566059
-0.1574476,1.358644,84.91769,24,19.10019,0,4.542941
-0.172969,1.369158,85.03033,25,19.2273,0,4.547048
-0.1785596,1.373235,85.14906,25,19.33666,0,4.536424
-0.2064126,1.386224,85.27817,25,19.46199,0,4.519398
-0.2173107,1.395835,85.39683,25,19.5865,0,4.498602
-0.2258026,1.429054,85.50279,25,19.70368,0,4.473239
-0.2470567,1.477505,85.6243,25,19.81115,0,4.457388
-0.2658666,1.567906,85.77969,25,19.97235,0,4.434123
-0.270763,1.650021,85.89709,25,20.09045,0,4.416131
