position.x,position.z,time,score,trackingTimeP1,trackingTimeP2,distance
-0.09318894,1.05475,39.5145,1,6.001627,0,5.689936
-0.0895279,1.050009,39.64267,1,6.136288,0,5.668849
-0.08220054,1.046493,39.76199,1,6.253051,0,5.647866
-0.0735655,1.044552,39.87573,2,6.374502,0,5.637298
-0.06402156,1.041477,39.99097,2,6.479688,0,5.624
-0.05808073,1.041157,40.11651,2,6.612157,0,5.606767
-0.04450496,1.036555,40.22266,2,6.722726,0,5.592421
-0.03271775,1.037043,40.33297,2,6.827278,0,5.578102
0.01197951,1.086361,40.45362,2,6.945681,0,5.562303
0.06073903,1.152656,40.56401,2,7.069154,0,5.540691
0.0965894,1.197372,40.67485,2,7.168782,0,5.528038
0.1078153,1.220135,40.79806,2,7.291279,0,5.513674
0.1234044,1.239841,40.91805,2,7.413738,0,5.500879
0.125081,1.250384,41.04926,2,7.535079,0,5.476845
0.127761,1.24774,41.17745,2,7.672176,0,5.458649
0.1315668,1.251552,41.28967,2,7.78574,0,5.450278
0.1147856,1.237253,41.50159,2,7.976807,0,5.416431
0.1094999,1.234993,41.62577,2,8.120817,0,5.399561
0.109233,1.236465,41.73791,2,8.231482,0,5.382591
0.1051174,1.232297,41.86546,3,8.352517,0,5.365808
0.1017816,1.228911,41.98056,3,8.475874,0,5.353163
0.09905929,1.227439,42.09768,4,8.589217,0,5.333513
0.09888816,1.226601,42.22107,4,8.707243,0,5.319365
0.09721293,1.222674,42.34283,4,8.830213,0,5.302605
0.09596096,1.220719,42.4663,4,8.952567,0,5.291366
0.09446044,1.215044,42.59464,4,9.085742,0,5.264801
0.09461039,1.213208,42.71577,4,9.210516,0,5.252124
0.09566554,1.217366,42.83325,4,9.320469,0,5.267628
0.07136264,1.222355,42.95387,5,9.443473,0,5.246741
0.04699259,1.243033,43.0723,5,9.565166,0,5.234037
0.01881169,1.261955,43.1874,5,9.678831,0,5.223109
-0.04038842,1.319127,43.31915,6,9.805398,0,5.236649
-0.07895942,1.346662,43.44526,6,9.937989,0,5.215911
-0.1132649,1.356088,43.56902,6,10.05776,0,5.206347
-0.1384613,1.350801,43.69078,6,10.18089,0,5.196858
-0.170319,1.340599,43.81097,6,10.29933,0,5.1741
-0.2166475,1.317213,43.92308,6,10.41717,0,5.156367
-0.2694629,1.273759,44.05276,6,10.53906,0,5.137048
-0.3295207,1.206392,44.16624,6,10.65987,0,5.123359
-0.3602116,1.164472,44.28381,6,10.77946,0,5.113442
-0.4422908,1.079798,44.40336,6,10.89358,0,5.090306
