position.x,position.z,time,score,trackingTimeP1,trackingTimeP2,distance
-0.0671377,1.463733,48.61468,2,6.270109,0,5.733321
-0.05764993,1.463281,48.71918,2,6.392233,0,5.710897
-0.04569357,1.459234,48.82644,2,6.491827,0,5.69859
-0.03031966,1.464049,48.93552,2,6.596002,0,5.676923
-0.01935608,1.472975,49.04961,2,6.715362,0,5.669797
-0.003208547,1.483778,49.19971,2,6.864697,0,5.642622
0.006286424,1.504169,49.3171,2,6.977643,0,5.637199
0.01651149,1.553908,49.43016,2,7.091102,0,5.608471
0.01814361,1.561303,49.53267,2,7.201484,0,5.602672
0.04002842,1.660087,49.63638,2,7.301548,0,5.588437
0.05676286,1.689111,49.73999,2,7.404638,0,5.57401
0.085981,1.721458,49.87171,2,7.550706,0,5.560878
0.1037538,1.739432,50.0151,2,7.681389,0,5.539249
0.1334778,1.753899,50.12585,2,7.788587,0,5.518507
0.136898,1.755151,50.24401,2,7.905506,0,5.501256
0.1502051,1.760021,50.37043,2,8.027849,0,5.488498
0.1710621,1.747616,50.50185,3,8.157627,0,5.465368
0.1832532,1.745032,50.68225,3,8.340507,0,5.444472
0.1859278,1.742789,50.79574,4,8.457213,0,5.430304
0.1918315,1.737861,50.91835,4,8.577742,0,5.41082
0.1938139,1.737001,51.02716,4,8.688651,0,5.397034
0.1965342,1.735563,51.1393,4,8.799542,0,5.384284
0.1919895,1.733573,51.25844,4,8.91701,0,5.363217
0.1774595,1.733609,51.36552,4,9.027156,0,5.350514
0.1674378,1.733361,51.4714,4,9.135855,0,5.337656
0.1612457,1.733975,51.5865,4,9.247944,0,5.323491
0.1601639,1.73588,51.69836,4,9.354617,0,5.303478
0.1644368,1.734226,51.81908,4,9.478628,0,5.289707
0.1684656,1.731342,51.92497,4,9.587834,0,5.27665
0.1746031,1.726687,52.02579,5,9.692497,0,5.262271
0.1773545,1.725387,52.13458,5,9.79433,0,5.245384
0.1845109,1.722112,52.24962,5,9.91413,0,5.248635
0.1962797,1.718422,52.35525,6,10.01591,0,5.228692
0.2095555,1.716216,52.50918,6,10.17293,0,5.214248
0.2189119,1.719971,52.60969,6,10.27869,0,5.201432
0.2212237,1.730114,52.71487,6,10.38378,0,5.184168
0.2158181,1.730317,52.82034,6,10.48494,0,5.170021
